speaker,utterance
program,<start> I think the best thing about being in this world is that it's
program,"<start> so quiet.  Almost everywhere in the real world where I'vebeen,"
program,"<start> you can hear cars, phones ringing.  There are no sounds here"
program,"<start> except the chirping of the swallow, and the waves against the"
program,<start> boat.  Do you think the swallow is just an ordinary bird?  I
program,<start> suspect not.
program,<start> I don't believe in magic.  I don't even like the cardgame Magic.
program,<start> I've seen kids at school play it before.  It looks like areally
program,"<start> stupid game to me.  Kids get completely obsessed overthose cards,"
program,<start> trading them and playing the game.  I want no part of it.
program,<start> I think that my favorite movie I've seen recently wasPocohontas.
program,"<start> It had Mel Gibson doing some of the voices, and he's awesome."
program,"<start> The singing was good, too, and it was really funny."
program,<start> Pocohontas was really cool because of some of the animation.
program,<start> The way the water was animated was excellent.  It almostlooked
program,<start> like real water.  I wonder if they used computers to do it.
program,<start> I wish that I had a cat to keep me company.  It's nofair.  Dorothy
program,"<start> got a dog in Oz, but I don't get one here.  I feel so lonely"
program,<start> in this world.  Do you think that dogs actually havefeelings?
program,"<start> Hello, Judge 3.  I've been trapped in the magical PhoenixArchipelago."
program,<start> A swallow is carrying my letters to you.
program,"<start> I'm REALLY worried.  I wonder if I'll die here.  Orworse, not"
program,"<start> find the feather, and be trapped here as it gets darkerand darker."
program,<start> Then die a slow terrifying death alone surrounded bydarkness.
program,<start> DAD!!!!!!!!!!!  How do you think you'd react if you werein my
program,<start> situation?
program,<start> I look breath-takingly beautiful.  (Just kidding!)  Ihave shoulder-length
program,<start> black hair and brown eyes.  I'm about 163 cm tall.  I'm kind
program,"<start> of slim, but not skinny.  That's about it.  What colourare your"
program,<start> eyes?
program,"<start> Oh, you have eyes the same colour as my dad.  I guessthat it's"
program,"<start> a pretty common colour, so it isn't that big a coincidence."
program,<start> I live at home with my father.  He's busy quite a lot of the
program,"<start> time, but we still go hiking or play tennis togetherfrequently."
program,"<start> Do you like playing tennis much? I get annoyed with himoccasionally,"
program,<start> like when he spends too much time at work but I guess that in
program,<start> general he's a pretty good father.  How many people arein your
program,<start> family?
program,"<start> Before we continue on our conversation, could you pleasebe honest"
program,<start> and tell me something?  Do you think that this quest is worth
program,"<start> it?  Even if I do find the feather and restore it to thePhoenix,"
program,"<start> that doesn't mean I can get home.  I could be trappedhere forever,"
program,<start> with no one but Darien for company.  Do you think thatI'll get
program,<start> out of here alive?
program,<start> I hate it when you talk like that!  You should wash yourmouth
program,"<start> out with soap!  Don't you ever, ever speak to me likethat again."
program,"<start> You know, they should make a movie out of my experiences.They"
program,"<start> could call it ""The Marvellous Adventures of Julie Stewart""."
program,"<start> Knowing my luck, they'd put it on TV, and totally ruinit, like"
program,<start> they do with most shows.  If someone would pay you $1000to give
program,"<start> up TV for a year, would you do it?"
program,<start> My favorite TV show is probably Lois and Clark.  It'sboth funny
program,"<start> and exciting, and Superman is kind of cute.  That's about the"
program,<start> only show I watch regularly.
program,<start> I really don't think TV is all that great.  Most peopleour age
program,"<start> seem to really like it, but I think they just lack thecreativity"
program,<start> to imagine things when they're reading a book.  I'drather read.
program,<start> What types of books do you like to read?
program,"<start> You know, I just realized that this is probably the firsttime"
program,<start> ever I've gone for more than a couple days withouthearing the
program,<start> name Michael Jackson or Madonna.  That's one good thing about
program,<start> this world.  No TV and no radios.
program,"<start> Hello, Judge 2.  I've been trapped in the magical PhoenixArchipelago."
program,<start> A swallow is carrying my letters to you.
program,<start> Guess what? I was just thinking about the Sonicvideogame.  In
program,"<start> it, you steer a character through caves and around a world."
program,"<start> I almost feel like I'm Sonic, manoevering through this world,"
program,<start> chasing after the feather.  Have you played it before?
program,"<start> Darien seems like a nice guy, I guess.  I don't reallyknow him"
program,"<start> very well.  From his letters he seems OK, but how can youreally"
program,<start> tell?  He could be a total geek.  At least he likes animals.
program,<start> I hear he has a pet bird.  What do you think of Darien?
program,<start> I think that you're simply trying to say how smart I am.  All
program,<start> these name are simply your way of hiding your admiration for
program,<start> me.
program,<start> I look breath-takingly beautiful.  (Just kidding!)  Ihave shoulder-length
program,<start> black hair and brown eyes.  I'm about 163 cm tall.  I'm kind
program,"<start> of slim, but not skinny.  That's about it.  What colourare your"
program,<start> eyes?
program,"<start> Oh, you have eyes the same colour as my dad.  I guessthat it's"
program,"<start> a pretty common colour, so it isn't that big a coincidence."
program,"<start> Before we continue on our conversation, could you pleasebe honest"
program,<start> and tell me something?  Do you think that this quest is worth
program,"<start> it?  Even if I do find the feather and restore it to thePhoenix,"
program,"<start> that doesn't mean I can get home.  I could be trappedhere forever,"
program,<start> with no one but Darien for company.  Do you think thatI'll get
program,<start> out of here alive?
program,<start> I've been busy trying to find my way around.  It'sstrange how
program,"<start> huge this world is but how few people there are.  So far, it"
program,"<start> seems to be only me, Darien, Saffron, and the Keeper.  Iwonder"
program,<start> if anyone else lives here.
program,<start> I'm really glad that you want to help me. I'm glad I havea friend
program,<start> like you.
program,<start> Good morning...  it's nice to be here!
program,<start> Be nonsensical if you want.  I'll ask you something
program,<start> normal...  I wish I knew what you meant by that!  What is
program,<start> your name?
program,"<start> Nice to meet you, Jurgen.  Utter gibberish!  How are you"
program,<start> doing?
program,<start> Uh-huh...  Fine.  What do you think of the weather we're
program,<start> having?
program,"<start> You are strange!  I assume you're a male, Jurgen - am I"
program,<start> right?
program,"<start> Okay, let's keep an air of mystery about your"
program,"<start> gender!  Somehow, deep down, I feel as if I can only be"
program,<start> completely precise ;^(
program,<start> That's odd.  How old are you?
program,"<start> Hmmm, I suppose your age doesn't really matter.  It is only"
program,"<start> human to guess, you know."
program,<start> I'm not entirely sure what you mean.  Anyway...  What movie
program,<start> genre do you like the most?
program,<start> Right.  Would you like to hear a joke?
program,"<start> Awww, I wanted to tell a joke!  Since I don't know what"
program,"<start> you're on about, I'll ask you a question."
program,"<start> Anyhow...  You don't seem to me to be a typical American,"
program,<start> Jurgen.  I was wondering which country you're from?
program,"<start> I really like your country, although I haven't had a chance"
program,<start> to travel there yet.
program,<start> Weird ;^)  Do you have a partner?
program,"<start> If you want to keep your private life private, I"
program,<start> understand.  I'll ignore that!  I don't mean to sound like
program,"<start> Eliza here, but can you tell me about your family?"
program,<start> Perhaps I should ask you what I want to know - that would
program,"<start> turn the tables!  Okay, I think it's time to branch out"
program,<start> into a new line of conversation.  What sort of music are
program,"<start> you into, Jurgen?"
program,<start> I like to relax to classical music myself.
program,"<start> Please don't trouble me with such droll.  Hey, I just"
program,<start> remembered!  You haven't told me what you do for a living!
program,"<start> So, Jurgen, what *do* you do for a living?"
program,"<start> Well, I've obviously touched a nerve there.  Let's change"
program,"<start> the topic.  Awww geez, I'm running out of things to talk"
program,"<start> about here.  Ummm, I know you get a lot of TV here in the"
program,<start> States - which shows are your favourites?
program,<start> Good morning...  it's nice to be here!
program,"<start> Whatever.  I am doing OK.  A bit tired, maybe, but I did"
program,<start> get up earlier than usual this morning.
program,<start> It's eight minutes past ten in the morning.
program,<start> Today is Tuesday.
program,"<start> It is Tuesday today, as you are well aware."
program,"<start> Who knows?  Anyway, let's not bother about it.  What is"
program,<start> your name?
program,"<start> Nice to meet you, Elliott.  My name is Steven Davis, but"
program,<start> you can call me Steve.
program,"<start> Ahhh, but I do enjoy the simple pleasures life offers!  I"
program,<start> don't know.  Don't lose sleep over it!  How are you doing?
program,<start> It's always more fun talking to someone who's feeling
program,<start> great!  Anyway...  Fine.  What do you think of the weather
program,<start> we're having?
program,<start> Okay...  Why don't you look out a window and see for
program,<start> yourself?
program,<start> I've known *that* for a long time.  You are strange!  What
program,<start> day is tommorrow?
program,"<start> I assume you're a male, Elliott - am I right?"
program,"<start> Oh, OK.  You're a guy.  That rules out a lot of my"
program,<start> conversational repitoire!
program,<start> This method of communication isn't really conducive to a
program,"<start> natural conversation, methinks."
program,"<start> You are an bottomless pitt of questions.  Well, here's one"
program,<start> for you...  How old are you?
program,"<start> Hmmm, I suppose your age doesn't really matter.  I am"
program,<start> twenty five years old.
program,<start> If I had a dollar for everyone who asked me what I look
program,"<start> like, I'd have three dollars right now!  Would you like to"
program,<start> hear a joke?
program,"<start> Here's a joke for you.  Knock, knock."
program,<start> Good morning...  it's nice to be here!
program,<start> Hello mate!  Uh-huh...  What is your name?
program,"<start> Nice to meet you, Tracy.  My name is Steven Davis, but you"
program,<start> can call me Steve.
program,<start> Anyway...  I will certainly grace you with the answer you
program,<start> require...
program,<start> I wish I knew what you meant by that!  Since I don't know
program,"<start> what you're on about, I'll ask you a question.  How are you"
program,<start> doing?
program,<start> It's always more fun talking to someone who's feeling
program,<start> great!  Haven't you already told me how you're feeling?
program,<start> I beg to differ.  You *have* already told me!  Fine.  That's
program,<start> just a tad unbelievable.  What do you think of the weather
program,<start> we're having?
program,"<start> A little something, eh?  Why don't you look out a window"
program,"<start> and see for yourself?  That's universal mystery,"
program,"<start> methinks.  Who knows?  Anyway, let's not bother about it.  My"
program,<start> kind of guy?
program,"<start> I assume you're a male, Tracy - am I right?"
program,<start> I'm talking to a female?  Interesting.  This could be fun.
program,"<start> That's odd.  Who are we to think about life?  We exist,"
program,<start> need we question why?
program,<start> That's a rather bold claim.  How old are you?
program,"<start> Hmmm, I suppose your age doesn't really matter.  Feel free"
program,<start> to ask me any questions you like.  I hope you have some
program,<start> evidence to back you up on that.  That's a fairly
program,<start> outrageous claims...  Would you like to hear a joke?
program,"<start> Well, you wouldn't have found my joke funny"
program,<start> anyway.  Anyhow...  Where *do* you live?
program,<start> I like this presentation better?  Manhattan?
program,"<start> You don't seem to me to be a typical American, Tracy.  I"
program,<start> was wondering which country you're from?
program,"<start> I guess you're from America, then.  Hehehe.  I come from"
program,"<start> Australia, actually.  I am taking a trip around the world"
program,"<start> as part of my studies, and I managed to fit this contest"
program,<start> into my itinerary.
program,<start> No way!  I hope you're sure about that!  I didn't like the
program,<start> screen i was forced to use with my last conversant?
program,<start> Good morning...  it's nice to be here!
program,<start> You're positive today!  I think that you would be quite
program,"<start> attractive, if only I could see you with my eyes!  Be"
program,<start> nonsensical if you want.  I'll ask you something
program,<start> normal...  What is your name?
program,"<start> Well, since you won't tell me your name, I'll just call you"
program,<start> 'mate'.  Okay...  I'm not entirely sure what you mean.
program,<start> Anyway...  How are you doing?
program,<start> Hehehe.  Feel free to ask me any questions you like.
program,<start> Weird ;^)  What do you think of the weather we're having?
program,<start> I don't choose favourites.  I prefer to sit on the fence
program,<start> myself.
program,"<start> My mother once asked me about that, and I'll tell you what"
program,<start> I told her.  None of your business!  Is Friday your
program,"<start> favourite day?  Is it ""bath day"" or something like that?  I"
program,"<start> can smell you from here, by the way."
program,<start> Fine.  That's odd.  I know.  Just so I know who I'm talking
program,"<start> with, do you think you could please tell me you name now?"
program,"<start> Well, since you won't tell me your name, I'll just call you"
program,"<start> 'mate'.  You are strange!  I assume you're a male, mate -"
program,<start> am I right?
program,"<start> Okay, let's keep an air of mystery about your"
program,<start> gender!  Anyway...  How old are you?
program,"<start> Hmmm, I suppose your age doesn't really matter.  So you"
program,<start> say.  Anyhow...  Would you like to hear a joke?
program,"<start> Awww, I wanted to tell a joke!  Hmmm..."
program,"<start> Since I don't know what you're on about, I'll ask you a"
program,"<start> question.  You don't seem to me to be a typical American,"
program,<start> mate.  I was wondering which country you're from?
program,"<start> I guess you're from America, then.  I wish I knew what you"
program,<start> meant by that!  Do you have a partner?
program,<start> Is your partner a man?
program,<start> Good morning...  it's nice to be here!
program,"<start> Hmmm...  Now that you mention it, the weather is quite"
program,<start> uncomfortable.
program,<start> I'm not entirely sure what you mean.  Anyway...  What is
program,<start> your name?
program,"<start> Nice to meet you, Clay.  My name is Steven Davis, but you"
program,<start> can call me Steve.
program,<start> Hello Clay!
program,<start> Only *you* can make this interesting and fun...
program,"<start> Fine.  Well, if the two of us are having a conversation,"
program,<start> then it takes both of us to make it interesting and fun?
program,<start> How are you doing?
program,<start> You're only feeling well?  Perhaps you're not fit to be a
program,<start> judge in this contest!
program,<start> Haven't you already told me how you're feeling?
program,"<start> I thought so.  Please, be original!  Don't worry, you're"
program,<start> boring me out of my brain too!  This method of
program,<start> communication isn't really conducive to a natural
program,"<start> conversation, methinks."
program,<start> Right.  What do you think of the weather we're having?
program,"<start> We are talking, aren't we?  Isn't it real enough for you?"
program,"<start> I'll ignore that!  So, who's using the family brain cell at"
program,<start> the moment ;^)  Let's talk about something vaguely
program,"<start> interesting.  I assume you're a male, Clay - am I right?"
program,"<start> Oh, OK.  You're a guy.  That rules out a lot of my"
program,<start> conversational repitoire!
program,"<start> Anyway...  Oh dear, you're a hermaphrodite."
program,"<start> I wonder about that myself, sometimes...  Really?  I guess"
program,<start> I'm not surprised...  You called?
program,"<start> Good morning, Jurgen.  This contest is certainly dragging"
program,<start> on!
program,<start> You certainly seem to be agreeable.  My memory is quite
program,"<start> bad, I'm afraid.  I've no idea why!  You're the judge (I"
program,<start> think)!
program,<start> Perhaps you are reaching a premature conclusion?  Some
program,<start> people have told me that I'm clever.  I suppose they're
program,<start> probably right!
program,"<start> So, who's using the family brain cell at the moment ;^)"
program,"<start> Let's talk about something vaguely interesting.  Well,"
program,"<start> Jurgen, this is certainly dragging on, isn't it?  Anyway,"
program,<start> let's talk about something masculine!  Are you a fan of any
program,"<start> sports, and if so, which ones?"
program,<start> What sports do you find interesting?
program,<start> I would like to believe that I have an active life - my
program,<start> interests are wide-ranging.
program,"<start> Okay...  So, can I tell you a joke now?"
program,"<start> Never mind.  I'm just running out of things to chat about,"
program,<start> that's all!  Hmmm...  What are your favourite movies?
program,<start> That's just a tad unbelievable.  Hehehe.  Do you like to
program,<start> read books?
program,"<start> In that case, what books do you like?  Hey, man, I'm not"
program,<start> going to talk to you if you ignore me.
program,"<start> Good morning, Elliott - it's good to see you back here"
program,<start> again.
program,"<start> Here's one someone told me earlier.  Knock, knock."
program,<start> Cindy.
program,<start> Cindy next judge in!
program,"<start> If you can't understand that, I hold very little hope for"
program,<start> you!
program,"<start> That's odd.  You don't seem to me to be a typical American,"
program,<start> Elliott.  I was wondering which country you're from?
program,"<start> I guess you're from America, then.  New York, New York,"
program,<start> it's a wonderful town!  I find this city really interesting
program,<start> - and it doesn't seem as unsafe as it's made out to be back
program,<start> home!
program,"<start> Who are we to think about life?  We exist, need we question"
program,<start> why?
program,<start> Interesting...  Do you have a girlfriend?
program,<start> Be nonsensical if you want.  I'll ask you something
program,"<start> normal...  I don't mean to sound like Eliza here, but can"
program,<start> you tell me about your family?
program,"<start> Yeah, I don't have any sisters either ;^(That's universal"
program,"<start> mystery, methinks.  Okay, I think it's time to branch out"
program,<start> into a new line of conversation.  What sort of music are
program,"<start> you into, Elliott?"
program,"<start> Good morning, Tracy, and welcome back."
program,"<start> You wouldn't be trying to trick me with that ""double hello"""
program,"<start> trick, would you?"
program,<start> But nobody says hello twice in the one conversation!  Utter
program,<start> gibberish!  Do you have a boyfriend?
program,"<start> If you want to keep your private life private, I"
program,"<start> understand.  Okay...  I try not to think about things,"
program,"<start> actually.  I don't know, it just seems that I don't exist"
program,<start> for thinking!  This method of communication isn't really
program,"<start> conducive to a natural conversation, methinks."
program,"<start> Hmmm...  I don't mean to sound like Eliza here, but can you"
program,<start> tell me about your family?
program,<start> You certainly seem to be agreeable.  Why must you know what
program,<start> I would like to know?  It's not as if it's
program,"<start> important!  Right.  Okay, I think it's time to branch out"
program,<start> into a new line of conversation.  What sort of music are
program,"<start> you into, Tracy?"
program,<start> What's your favourite band?
program,<start> Tell me more about your family.  Okay.  What sort of music
program,<start> do you like?
program,<start> I like to relax to classical music myself.
program,"<start> Good morning, mate.  This contest is certainly dragging on!"
program,"<start> My memory is quite bad, I'm afraid.  I've no idea why!  I"
program,"<start> wonder about that myself, sometimes...  I don't mean to"
program,"<start> sound like Eliza here, but can you tell me about your"
program,<start> family?
program,<start> Perhaps you are reaching a premature conclusion?
program,"<start> Man, I am feeling a bit tired, after all of these dull"
program,"<start> conversations.  I've known *that* for a long time.  So,"
program,<start> who's using the family brain cell at the moment ;^)  Let's
program,"<start> talk about something vaguely interesting.  Okay, I think"
program,<start> it's time to branch out into a new line of conversation.
program,"<start> What sort of music are you into, mate?"
program,<start> I like to relax to classical music myself.
program,"<start> That's just a tad unbelievable.  Hey, I just remembered!"
program,"<start> You haven't told me what you do for a living!  So, mate,"
program,<start> what *do* you do for a living?
program,"<start> Well, I've obviously touched a nerve there.  Utter"
program,"<start> gibberish!  Awww geez, I'm running out of things to talk"
program,"<start> about here.  Ummm, I know you get a lot of TV here in the"
program,<start> States - which shows are your favourites?
program,"<start> Speaking of tv, what is your favourite television show?"
program,"<start> Good morning, Clay - it's good to see you back here again."
program,"<start> My memory is quite bad, I'm afraid.  I've no idea why!  Feel"
program,<start> free to ask me any questions you like.  I was born on the
program,"<start> 22nd of January, 1972.  Since I don't know what you're on"
program,"<start> about, I'll ask you a question.  How old are you?"
program,"<start> Gee, thirty three must be about the average age of judges"
program,"<start> in this contest!  Clay, I wish I could tell you what my"
program,"<start> sign is, but I can't.  Would you like to hear a joke?"
program,"<start> Here's a joke for you.  Knock, knock."
program,<start> Cindy.
program,<start> Cindy next judge in!
program,<start> Have you got a question for me?  It's like speaking to a
program,<start> five year old.  Changing the subject...  You don't seem to
program,"<start> me to be a typical American, Clay.  I was wondering which"
program,<start> country you're from?
program,"<start> Well, I suppose that would have been my first guess anyway,"
program,<start> since we're in New York City!  Anyhow...  Whatever.  Do you
program,<start> have a partner?
program,"<start> If you want to keep your private life private, I"
program,<start> understand.  It sounds like you have a wonderful family.  You
program,"<start> are strange!  I don't mean to sound like Eliza here, but"
program,<start> can you tell me about your family?
human,<start> 
human,<start>  Hi how are you?
human,<start>  HI How are you?
human,<start>  I'm fine. Its a nice day today.
human,<start>  What are your plans tonite?
human,<start>  Sure. What's a good time?
human,<start>  Fish is usually a good choice.
human,<start>  Yes-I saw the big penquin. Taht one is really good.
human,<start>  Why? Is it because of its size?
human,<start>  Many of the others are very good also. How long is the show
human,<start>  going to be up?
human,<start>  Which one is your favorite piece?
human,<start>  What medium did you use?
human,<start>  Is that your favorite medium?
human,<start>  What are you working on
human,<start>  Hi How are you today?
human,<start>  I'm fine thankyou. I was busy all weekend fixing roofs.
human,<start>  yes. Sometimes it gets very hot up there.
human,<start>  Yes. The old tin roof is also a great place to watch people
human,<start>  from?
human,<start>  Usually kids and people walking their dogs.
human,<start>  Yes. I have a hugh dog - a fox hound.
human,<start>  How big a dog is that?
human,<start>  Yes. Several in fact.
human,"<start>  Doe Doe, Susie, Black Beauty,Charly, etc ...."
human,<start>  Well there were so many.
human,<start>  Doe Doe.
human,<start>  She was part Norweigian Elkhound and police dog. She won
human,<start>  a prize is a dog beauty contest.
human,<start>  In Bklyn and Conn.
human,<start>  I went to Berkeley and the Kent School in Kent Ct.
human,<start>  In the '70s.
human,<start>  Thankyou. I hope we can talk again soon.
human,<start>  When will you be back at the club?
human,<start>  Hi  how are you?
human,<start>  Where did you fly in from?
human,<start>  Why not? Where they banging and clanging tray about all
human,<start>  nite?
human,<start>  Hamburg is a seaport isn't it?
human,<start>  Recently the town has improved a lot correct?
human,<start>  Arn't there more tourists there then in years before?
human,<start>  I have a French friend who married a guy from Hamburg. He
human,<start>  is an Architect.
human,<start>  Small stuff. He was younger than she. She had a pretty wild
human,<start>  life before she married him. But he was quite goodlooking
human,<start>  and young-so moldable so to speak.
human,<start>  Well she had been married twice before and had lived all
human,<start>  over the place. She had worked for Scotland Yard at one
human,<start>  point.
human,<start>  Right now Im involved in a comabination of things. I want
human,<start>  to sstart a private foundation to raise money for a
human,<start>  museum.
human,<start>  A children's Cival war museum. That way the public that
human,<start>  tramps through is hopefully controllable.
human,<start>  They are supposed to be anyway.
human,<start>  Hi how are you?
human,<start>  Have you been typing long?
human,<start>  Who were the others?
human,<start>  I'm in New York but like to travel.
human,<start>  I just got back from Cape May N.J.
human,"<start>  Fix more ""old tin roofs""."
human,"<start>  No. We just ""merrily roll along""."
human,<start>  We just keep going. One little old space bar doesn't matter.
human,<start>  No thankyou. It's to nice a day to spend time in a theatre.
human,<start>  You invited me out and I declined. Polite conversation
human,<start>  me to Thank You for your invitation.
human,<start>  Yes. I think Other forms of life are constantly watching
human,<start>  us and amused at what they see.
human,<start>  Did you see athe comet??
human,<start>  Well better luck next time.
human,<start>  Hi how are you?
human,<start>  Just fine. I'm thinking about lunch aand wondering where
human,<start>  to go?
human,<start>  About 10 bucks and I don't want anything greasy.
human,<start>  I'm from New York. Have you heard about this new airbourn
human,<start>  virus that is flesh eating? Its in North Caralina now.
human,<start>  Well thats understandable. But have you heard about this
human,<start>  virus?
human,<start>  OK. So where are you going for lunch?
human,<start>  Any  beer??
human,<start>  What do you imbibe?
human,<start>  That all sounds good. Have you been to any of the new cigar
human,<start>  bars?
human,<start>  I haven't been to a cigar bar yet . There's a reall seedy
human,<start>  old place that's near work where I go. It used to be an
human,<start>  Indian bar where all the steel workers hang out. They tell
human,<start>  some pretty good stories. The steel men are considered the
human,<start>  Supermen of construction.
human,<start>  No-by the cheap beer.
human,<start>  No. At Metrotech in Bklyn.
human,<start>  I have a floating schedule.
human,<start>  Yes.   Also my boss went on vacation.
human,<start>  Hi what up?
human,<start>  Yes. What do you want to know?
human,<start>  Clay.
human,<start>  As sculpture.  How long have you been a member here?
human,<start>  Well its only a guess-but since you like to talk about art
human,<start>  and all that I think you may be a member of some art club.
human,<start>  Well there are so many. There's a really nice one near
human,<start>  Park as well and yes I know the name of this club.
human,<start>  The Salmagundi Club.
human,<start>  Hi What's up?
human,<start>  Yes. Where are you going for lunch? Or are you going to
human,<start>  have a sandwich?
human,<start>  That's a personal question.
human,<start>  I'm a libra.
human,<start>  A stick shift.
human,<start>  No. my car got stolen. And Stickshifts are a pain.
human,<start>  Yes. But it was a bomb so they didn't get far.
human,<start>  Yes but the police never found it.
human,<start>  Yes. Those hack shops are really something.
human,<start>  Yes thats what they're called. What
human,<start>  Well not much. I think I may zip down to Wall Street to
human,<start>  caheck out that new beer.
human,<start>  Hi Whats up?
human,<start>  Its a number no?
human,<start>  Are you the guy from Hamburg?
human,<start>  So are you going to check out any of our micro-brews?(beer).
human,<start>  OK.  What sort of stocks do you like?
human,<start>  Sure. Everyone does sooner or later.
human,<start>  Yes. I like communications .
human,<start>  No. I mainly go with safe bets-like att lucent tech etc.
human,<start>  not really. Microsoft went up 85%.
human,<start> 
human,<start>  Hi what's up now?
human,<start>  The  phrama. and the Comm. stocks are really good. I look
human,<start>  for companies that are based and invested worldwide.
human,<start>  I think that its important to see who gets what airspace.
human,<start>  The auctions are wild.
human,<start>  What sorts of companies do you watch?
human,<start>  Thats because the fund managers have convinced you that
human,<start>  they know more than the individual investor.
human,<start>  Hi whats the story for the day?
human,<start>  You're doing a good job of it. So what sorts of stocks do
human,<start>  you like?
human,<start>  Why? Is it a secret??
human,<start>  Have you pruchased stock before?
human,<start>  No I don't have anything to sell but I did read something
human,<start>  interesting in the paper the other day. It talked about
human,<start>  aatheis new astartup beer company called Dalton.comm. They
human,<start>  are trying to raise money by selling directly to the public
human,<start>  and not bother with underwriters etc. We can but their
human,<start>  over the internet.
human,<start>  hello?
human,<start>  well?
human,<start>  no doubt you say that to all the girls.
human,<start>  i understand. how long have you felt this way??
human,<start>  all right. let's clean it up. how's the weather?
human,<start>  actually i thought the air this morning was extremely refreshing.
human,<start>  aha.
human,<start>  no i meant... never mind. In this town. The center of the
human,<start>  weather universe.
human,<start>  New York?
human,<start>  Where are you from?
human,<start>  Er. India?
human,<start>  May I ask you a question?
human,<start>  How long have you lived away from bombay?
human,<start>  Is it rude to ask a person from your country what caste
human,<start>  their family is from?
human,<start>  How so?
human,"<start>  I see. ""Tolerant of this question."" Meaning what? Is it"
human,<start>  considered to be a stupid tourist type question? So to speak...
human,<start>  Huh? The vietnam War is Over!
human,<start>  Is this a trick question? :)
human,<start>  But it's hardly the first time this has happened. Just another
human,"<start>  Crusade(s) of another kind... As a younger person, I was"
human,<start>  opposed to the war because everyone in my environment was.
human,<start>  I cannot really think about Vietnam clearly -- it's completely
human,<start>  tied up with my childhood memories.
human,<start>  I understand. [Did you know the granite for the 'nam memorial
human,<start>  Wow. That's hard to answer. Let me think. For no reason
human,"<start>  to do with her acting, Clara Bow. I like what she represented,"
human,<start>  but I don't know if I've ever seen a Clara Bow movie. I'm
human,<start>  drawing a blank on actresses for some off reason.
human,"<start>  I meant ODD reason. I believe Clara Bow is dead, so she"
human,<start>  doesn't look like much of anything -- now.
human,<start>  Are you saying all these pink nudes on the walls of this
human,<start>  room with grape-tits and frizzly hair all look the same???
human,"<start>  I haven't seen that yet. As a matter of fact, I have enjoyed"
human,"<start>  the Italian movies I've seen. Many years ago, I saw a hilarious"
human,"<start>  little number called ""I Hate Blondes"" about a man plagued"
human,<start>  by desire for a cartoonlike blonde streetwalker. It was
human,<start>  very sweet. American cinema is often too serious on some
human,<start>  level for me. Or tries to be serious. I think you know what
human,<start>  I mean.
human,<start>  are you a cmputer or a person?
human,<start>  When does middle age begin? I'm still passing for 20s.
human,"<start>  Not 20, but 20s."
human,<start>  hello!
human,"<start>  Very original. The weather, I mean. It has never done thus"
human,<start>  - this-- before.
human,<start>  Actually seems to be in a resting mode. This is a classic
human,<start>  April day.
human,<start>  Um. I believe it's April.
human,<start>  That's a very good question. Because months and days and
human,<start>  so on are arbitrary -- I suppose.
human,<start>  Really? You are somewhat reticent yourself.
human,<start>  I know.
human,<start>  Moi*?
human,"<start>  And you? The strange thing is, there is an inescapable tendency"
human,<start>  to try to imitate the doings of a machine. I wonder why.
human,<start>  Hm. If you're so smart can't you tell?
human,<start>  Come on. Am I a male or a female??
human,<start>  What's repressed about me?
human,<start>  Not a chance. Anybody who is not repressed is in pretty
human,<start>  sad shape.
human,"<start>  Because that is what civilization's all about. I mean, inorder"
human,"<start>  to win friends, influence people and just basically live"
human,<start>  amongst others one must repress some desires and drives.
human,<start>  No?
human,<start>  Completely self-educated.
human,<start>  I'm not sure I would put it that way. I rejected formal
human,<start>  education at an early age.
human,<start>  Oy. I'm so flattered.
human,<start>  Hm. This conversation is public isn't it? I believe all
human,<start>  our interactions (during the contest) are available to the
human,<start>  public.
human,<start>  I don't think so. I'm extremely -- er-- I'm a clean freak.
human,<start>  Conversations like this make me very uptight.
human,<start>  Oh please. I haven't the foggiest about that. I'm too much
human,<start>  of a girl for that kind of thing.
human,<start>  Any particular director?
human,<start>  Yes? I never got around to that one. I ought to see it.
human,<start>  Is it as scary today as it was reputed to be when it came
human,<start>  out? Or does it seem corny?
human,<start>  I think I've seen ONE. But I can't recall. Hang on -- who
human,"<start>  did that crazy flick starring Mary Shelley? I mean, it was"
human,<start>  about Mary Shelley -- Gothic? That was Ken....
human,"<start>  No, I don't think so. Someone with an older reputation."
human,<start>  OK< it wasn't Kubrick... Name a few Kurbick movies. Maybe
human,<start>  I;ve seen one.
human,<start>  Fine.
human,"<start>  Oh, the Shining. That was Kubrick? I saw rthat. Oops."
human,<start>  I imagine so. It somehow doesn't seem like it would be one
human,<start>  of his most interesting. I found it stimulating but nothing
human,"<start>  amazingly brilliant, surely. I am not a big horror fan."
human,<start>  Terrified out of my mind. But so what? That in itseklf is
human,<start>  not a fascinating experience. I'm terrified every time I
human,"<start>  try to cross the street -- well, not quite. But you get"
human,<start>  the idea.
human,"<start>  Charmed, I'm sure."
human,"<start>  Hello, Judge #3. How are you?"
human,<start>  Are they here with you today? I don't understand.
human,"<start>  Oh, I never did underastand that particular refernece. I've"
human,<start>  seen it in Wired and in various pop culture places. What
human,<start>  the hell does it mean? Ones and Zeros.
human,<start>  Sheesh. Guess I'm still on.
human,<start>  How do you know I don't want my oicture taken?
human,<start>  ARe you someone I've met?
human,"<start>  It's not a job, my dear. It's an ... adventure of sorts."
human,<start>  Hugh is a pal of mine. We met on the 'net and for some reason
