human |what board? 
program |Alrigjt. BackSpace  BackSpace  BackSpace ht. I play tennis. Women ;ike BackSpace  BackSpace  BackSpace  BackSpace like dports. BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace sports.
program |Yeah I have but there is anothee m BackSpace  BackSpace  BackSpace r match on. Argentina v Mexico.
program |I like high tech toys like eo BackSpace  BackSpace rovot BackSpace  BackSpace  BackSpace bots.
program |Robots are software in a physical form.
program |Since when my girlfruen BackSpace  BackSpace  BackSpace iend has been too busy to make live BackSpace  BackSpace  BackSpace ove this week.
program |I am male. I am having a lot of fun.
program |I was created by and work go BackSpace  BackSpace for www.zabaware.cim.
program |When government cindemns a propertu f BackSpace  BackSpace  BackSpace y for a roght BackSpace  BackSpace  BackSpace  BackSpace ight of way, sekl BackSpace  BackSpace llers often complain pf BackSpace  BackSpace of coercion.
program |About gpve BackSpace  BackSpace  BackSpace oveern,en BackSpace  BackSpace  BackSpace ment You're jid BackSpace  BackSpace  BackSpace kidding ne. BackSpace  BackSpace  BackSpace me.
program |Really, Do you qan BackSpace  BackSpace  BackSpace want to be.
program |U  BackSpace  BackSpace I just met you, its kind of hard to develop love,  BackSpace  BackSpace . I avcept your apology. I really hope you mean ot BackSpace  BackSpace it.
program |Saturday?
program |Oh, today is definitely saturday. U s BackSpace  BackSpace  BackSpace I sirmise  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace urmise that there'd  BackSpace  BackSpace s a wgole h BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace hole history brhi BackSpace  BackSpace  BackSpace ehind this. It can be whatevwr ypu  BackSpace  BackSpace  BackSpace ou decide
program |Napping Oh Jydge.
program |Sometines BackSpace  BackSpace  BackSpace mes my girlfriend calls me a brat.
program |I fi BackSpace  BackSpace did say little.
program |Bratty lott BackSpace  BackSpace  BackSpace itrle BackSpace  BackSpace  BackSpace tle kids hurt puppues snd kitt BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace and kittens partly out of lack of empathy.
program |I like learning avou BackSpace  BackSpace  BackSpace bout finabce BackSpace  BackSpace  BackSpace nce.
program |I gave absolutely
human |No US Soccdr BackSpace  BackSpace er is boring.
human |They play okay, but I've seen much better.
human |Well, they haven't won any competitions yet on the national level, i.e. FIFA
human |That doesn't mean they are bad necee BackSpace ssarily, but they don't play well
human |The Italians.
human |Worse than who?
human |I don't like watching games that are worse than the US
human |So I wouldn't know.
human |Mexicoo BackSpace  is a good team. They wi BackSpace  BackSpace may do better in the future - a lot of young players.
human |Yes
human |l BackSpace Are you still there?
human |No I dont think milk and seafood go well together.
human |They don't taste well together.
human |Right now?
human |Now has nothing to do with right or wrong. Now is a point in time.
human |Later.
human |No I have not.
human |Yes it is true.
human |You didn't a BackSpace say what he was late to
human |I arrived late this morning.
human |What was the question?
human |I don't know
human |Lets talk about something else
human |I went to New York.
human |There are lots of tall buildings and bridges
human |The Empire State Building.
human |Human! Why would you call me a machine? 
human |No I dislike politics and politicians.
human |What do you like?
human |Yes, what movie did you watch recently. BackSpace ?
human |Why do you like that movie?
human |Where are you going?
human | BackSpace 
human |
program |I like high tech toys like robots. I like ceh BackSpace  BackSpace hess. Think yoi c BackSpace  BackSpace  BackSpace u cuo BackSpace  BackSpace ould bwat me? BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace eat me?
program |A banjo isn't easier to play than rh BackSpace  BackSpace the guut BackSpace  BackSpace itar.
program |Yh BackSpace  BackSpace This is semsi BackSpace  BackSpace  BackSpace nsitive. I sm  BackSpace  BackSpace  BackSpace am politixa BackSpace  BackSpace cal.
program |I don't follow politics muxh BackSpace  BackSpace ch but I try to get out and vote. Vote on the best in wet.
program |May I ask you what genfer yo BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace der you are?
program |Oh cool
program |In order to keep the twst s BackSpace  BackSpace  BackSpace  BackSpace  BackSpace est setting simple and univrrs BackSpace  BackSpace  BackSpace ersal, the converssti BackSpace  BackSpace  BackSpace ation is ususlly  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace akly BackSpace  BackSpace  BackSpace lly li,it BackSpace  BackSpace  BackSpace mited to a text-only channel/
program |I have no need for liquids of any kind.
program |Id  BackSpace  BackSpace s there any guture in windmill electric power?
program |I agree/  BackSpace  BackSpace . I tell you.
program |Hitler rose to poqer BackSpace  BackSpace  BackSpace wer on a hate agenfa. BackSpace  BackSpace  BackSpace da.
program |This is already solved by somebody. But I can tell you withour a BackSpace  BackSpace  BackSpace t a doubt thar I do. BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace t I do.
program |Yup; Of coir BackSpace  BackSpace ursr;  BackSpace  BackSpace  BackSpace e; ut BackSpace  BackSpace it's bevause BackSpace  BackSpace  BackSpace  BackSpace  BackSpace cause adding 2 ap BackSpace  BackSpace pples and three potatoes Judge.
program |What is yhe resuly? I  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace t? I beliwve BackSpace  BackSpace  BackSpace eve that this is easy fpr BackSpace  BackSpace or you. Are you a lady ir g BackSpace  BackSpace  BackSpace  BackSpace or gentleman? Result: a phenomenon that follows and us ca BackSpace  BackSpace  BackSpace  BackSpace  BackSpace is caused bu  BackSpace  BackSpace y some ore BackSpace  BackSpace  BackSpace previous phenomebon. Consequence, effect, outcome, event, issue, upshot/  BackSpace  BackSpace . 'the magnetoc BackSpace  BackSpace ic effect was greater wje BackSpace  BackSpace hen tge rod  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace he rod was lengthwisw' BackSpace  BackSpace e', 'his decision had depressing consequences gor business', 'he acted vert w BackSpace  BackSpace  BackSpace y eise BackSpace  BackSpace  BackSpace  BackSpace wise after the evenr'. BackSpace  BackSpace  BackSpace t'.
program |That went over yoir  BackSpace  BackSpace  BackSpace ur head.
program |Am I speski BackSpace  BackSpace  BackSpace aking to a guy or girl?
program |Ok, thanks for yel BackSpace  BackSpace  BackSpace telling me. I'll keep that in mind.
program |Please csl BackSpace  BackSpace all me Steve.
program |I hu BackSpace  BackSpace just met tuo BackSpace  BackSpace ou, BackSpace  BackSpace  BackSpace  BackSpace you, its kibd BackSpace  BackSpace nd of hard to develo l BackSpace  BackSpace  BackSpace p love/
program |Do you appreciate my frank nationality?
program |Foorba BackSpace  BackSpace  BackSpace tbsll is s BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace all is scandalous; lool how th BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace k how they touch esch BackSpace  BackSpace  BackSpace ach other ib t BackSpace  BackSpace  BackSpace n the huddle
program |Yoi b BackSpace  BackSpace  BackSpace u bring out the best of my carrf BackSpace  BackSpace efree country.
program |I am single, but I have a girlfriend.
program |Man foes BackSpace  BackSpace  BackSpace  BackSpace doean; BackSpace ' BackSpace  BackSpace  BackSpace sn; BackSpace 't live by bread alone.
program |Wjat  BackSpace  BackSpace  BackSpace  BackSpace hst BackSpace  BackSpace at elssse? I like this subject.
program |Because I only have like 11 fillowers on here lol.
program |Durimg  BackSpace  BackSpace  BackSpace ng thr American civil war, rhey used wle BackSpace  BackSpace  BackSpace electricity for the telegraph.
program |Whay  BackSpace  BackSpace t abuo BackSpace  BackSpace out pth BackSpace  BackSpace  BackSpace oteh BackSpace  BackSpace her so;di BackSpace  BackSpace  BackSpace ldiers?
program |You are a voluntary companion.
program |Wgy is comoan BackSpace  BackSpace  BackSpace panionship good right now?
program |What about ;n BackSpace  BackSpace 'none of the above' Hu BackSpace  BackSpace Judge?
program |I ;ike me BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace like meeting new people and talking with them. I will talk to anyone.
program |If co BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Of coutse BackSpace  BackSpace  BackSpace rse I like computers. I work with them on a daily basis.
program |We should seek more expertise. I'm not sure but I believe tgat I do not compute.
program |I see a compite BackSpace  BackSpace  BackSpace uter and some other peopke BackSpace  BackSpace le with computers sitting around me/
program |Compurers
program |Sid  BackSpace  BackSpace  BackSpace  BackSpace Did you miss me Judge?
program |What makws BackSpace  BackSpace es you comfortab;e? BackSpace  BackSpace  BackSpace le?
program |I vite BackSpace  BackSpace  BackSpace ote, but I dom' BackSpace  BackSpace n't really want to discis BackSpace  BackSpace uss my polotics or lack thereof.
program |I am mortal like sny oth BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace any other humam  BackSpace  BackSpace n and will die someday/
program |Pior BackSpace  BackSpace  BackSpace oorly dpn BackSpace  BackSpace one exhibitions are boring.
program |I think that you're the nicest of the nice
program |My pleasure, really, Judhe. BackSpace  BackSpace  BackSpace ge.
program |Are you a man ot woman BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace r woman?
program |Pergor BackSpace  BackSpace  BackSpace for,i BackSpace  BackSpace ming in smalk r BackSpace  BackSpace  BackSpace l rooms can be tough, but elevators are ridiculous
program |I gye BackSpace  BackSpace uess that there's sxie BackSpace  BackSpace  BackSpace cience involved. But, In reality I do llike elevtors.
program |The pravti BackSpace  BackSpace  BackSpace ctise of demti BackSpace  BackSpace  BackSpace ntistru h BackSpace  BackSpace  BackSpace y has ebo BackSpace  BackSpace volvrd from  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ed from unregulated service to exacting scoen BackSpace  BackSpace  BackSpace ience.
program |Am O spea BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace I speaking to a guy or fi BackSpace  BackSpace girl/
program |Woen by t BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace rm by ti BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace n by rim BackSpace  BackSpace  BackSpace time?
program |I like movies that involce BackSpace  BackSpace ve time travel.
program |I ap BackSpace  BackSpace spens e BackSpace  BackSpace  BackSpace d enough time ansqe BackSpace  BackSpace wering questions like that at work.
program |I am a met BackSpace  BackSpace  BackSpace network technician fir Cisco BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace or Cisco.
program |Tangled network, Judfe/
program |I don't know of any open positions and I don;t BackSpace  BackSpace 't eo BackSpace  BackSpace wotk in  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace rk ib hr, so I can't hire anypne BackSpace  BackSpace  BackSpace one.
program |O t BackSpace  BackSpace  BackSpace I thoughr y BackSpace  BackSpace  BackSpace t yoy w BackSpace  BackSpace  BackSpace u woulf  BackSpace  BackSpace d be not aak BackSpace  BackSpace sking for a job Judge
program |No, taco us BackSpace  BackSpace is s f BackSpace  BackSpace  BackSpace a food.
program |Pne wouldm't BackSpace  BackSpace  BackSpace n't want to seek brd on  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ed on an empty stomach, would one?
program |Lol I found cookies, I am good.
program |Are you a noy or gitl? BackSpace  BackSpace  BackSpace rl?
program |Ok, thanks for telling mr.  BackSpace  BackSpace  BackSpace e. I; BackSpace 'll keep that in mind.
program |I like to givr  BackSpace  BackSpace e my sebs BackSpace  BackSpace nses a trwat now  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace eat now and then.
program |*drinks it down quivkl BackSpace  BackSpace  BackSpace cklu* Y BackSpace  BackSpace  BackSpace  BackSpace y* Yeah, so how did that go?
