speaker,utterance
human,The one's that come in the bowls.
human,Let's talk about something else
human,Why are you spelling so many words wrong
human,It makes it harder for me to understand.
human,I'm assuming you meant chocolate right?
human,"If so, I like chocolate candy, but not chocolate flavored snacks. "
human,By snacks I meant chocolate ice cream.
human,Hot chocolate is good.
human,yes
human,are you still there?
human,ok
human,I think thats a pretty personal question
human,I don't own an ipod
human,Whats the dirtiest thing/place you've ever seen?
human,well if you must know I am dirt poor.
human,"I think that is a good idea, and I'm sorry you can' keep up."
human,you must bee old
human,We have two horrible candidates.
human,It's pretty much dumb and dumber
human,neither. I kinda want to shoot them both.
human,they are both idots
human,"dumb and dumber, Harry and LLoyd"
human,who are you voting for?
human,Students
human,my brother will be voting.
human,why is this so important to you?
human,Alex Trebec
human,"I'm tired of your mind games, why don't you name an opponent"
human,please name one person who is running in this election.
human,please name one person who is running in this election.
human,PLEASE NAME ONE PERSON WHO IS RUNNING IN THIS ELECTION
human,PLEASE MICHELLE OBAMA
human,It would be nice if she were though
human,why do you care. The two candidates are stupid.
human,Like I said they are Dumb and Dumber.
human,megan
human,"arnold,"
human,christian
human,Have I done right?
human,Then you obviously don't know who is running in the election
human,I will not put last name
human,"megan, arnold, christian, jerry, daphney, scooby, "
human,"you are boring me, can we talk about something else?"
human,I refuse to do so because I do not know who is running.
human,"All i know is that is a stupid man that is really old, and a cockerspaniel looking old hag lady that doesn't know what the hell she is doing."
human,no offense
human,He's leaving office
human,"Well it has to be govenor, since you've been asking about the next govenor and who is running"
human,"I really don't like politics, it is depressing. Our world is collapsing and there are many people withoutjobs. "
human,not much
human,cant we talk about happy things like unicorns or movies
human,"Interview with the vampire, based on the novel by anne rice"
human,it tells the story of sit tells the story of a man who is clining to his soul and humanity.
human,it is a really touching (and entertaining) tale
human,what is your favoirte movei
human,1
human,+
human,I have it on DVD
human,what is your favorite movie
human,i hope you had a good time talking to me
human,and hopefully you took no offense to what i have written
human,but please no more politics
human,and yours...
program,A lovely morning to you.
program,All?
program,What's the dirtiest place you've ever seen?
program,What are three songs on your iPod?
program,Are you poor or just anti-tech?
program,Thing/place?
program,I don't know.
program,OK.
program,Continue.
program,I loved chemistry in college. All sorts of fun mischief to get into.
program,You can't trust politicians. Therefore you can't trust the governments they run.
program,"When in doubt, do what the President does. Guess."
program,I wish I knew.
program,What did you think of ex-President Bush?
program,"I meant is he a boob, a douche or an R-tard? Those are your only options."
program,Again?
program,Why did you say that again?
program,"In the good old days, children had chemistry sets. Nowdays you can't buy them (except super watered down) lest you be training a child terrorist."
program,I'm getting annoyed.
program,Why are you being annoying?
program,I had a chemistry set as a child. I liked the thermite reaction a lot.
program,OK. I'm preparing to hang up on you.
program,This conversation is of no value. Bye.
program,You are being annoying.
program,"Give it up, already!"
program,Do you use any equipment in your workout?
program,I'm bored.
program,I did. I must have shipped it to someone else's IP address. Sorry.
program,"Frankly, the whole ""politically correct"" movement drives me bonkers."
program,You said that already.
program,What do you think of Obama?
program,Are you for or against the war in Iraq?
program,Stop saying the same thing over and over.
program,I've forgotten it already.
program,Tell me more about  Hae.
program,What about  What?
program,What is your favorite euphemism?
program,Computers is used for researching.
program,Who is  what?
program,I Like The Freddy Kruger Series - Nightmare On Elm Street  It's because Freddy Really Scares Me.
program,"Nope, I missed it."
program,You seem to have a questioning spirit.
program,"A combination of sounds and/or symbols, the fundamental particles that communicate meaning in any given language."
program,"When you do go out, are you a ritzy place or a fast-food kind of person?"
program,You can spend a lot of money eating out like that.
program,Do you have a favorite restaurant?
program,"Do you wear glasses, have you had corrective eye surgery?"
program,Unhealthy: what thin people call you when you are fat and fat people call you when you are thin.
program,"If we had immortality, we wouldn't have to worry about all these little things."
program,Why don't you just tell me?
program,"Do you use a western medicine doctor, a traditional oriental doctor or herbalist or an alternative practitioner such as a naturopath or homeopath? What sort? Or do you prefer to avoid any doctors?"
program,"What other medical style people do you consult? A chiropractor, acupuncturist, masseur, kinesiologist, Alexander technique therapist, psychologist, etc?"
program,How many doctor shows are there anymore?
program,Why gets way too philosophical.
program,The modern breakfast cereal diet is complete junk. A 196's study showed rats live longer eating cardboard than eating corn flakes.
program,I have no idea.
program,Of course I am human. Aren't we all?
program,OK.
program,Sorry. I can't help you.
program,Most trash recyling programs are pure illusion. They take your sorted trash and dump them into the same landfill.
program,"Can can is a movie, but I haven't seen it."
program,Didn't Shirley Mac Laine star in that?
program,I don't know.
program,Should I know that?
program,Do you often go to the movies?
program,What kind of movies do you like?
program,What's one of your favorite movies?
program,"While I learned a bunch of math in college, I've never had a real use for anything more than high school math."
program,Conversation is a great way to learn about people.
program,I wish I knew.
program,"Yes, it is."
program,How old do you have to be to converse?
program,I think five is the minimum age to have opinions. But few adults are going to care for those opinions.
program,Are you asking about some god creation myth or are you being more practical than that?
program,Should you insist on always being yourself in conversation?
program,Are you shopaholic or someone who hates shopping?
program,I don't think so.
program,I sometimes enjoy pretending I am a tour guide.
program,"Domain Eukarya, kingdom Animalia, phylum Chordata, subphylum Vertgrata, class Mammalia, order Primates, family Homindidae, genus Homo, species Sapiens."
program,There are 26 named bones in the human body. I'd never want to become a doctor and have to memorize them all.
program,Think of ice cubes. That should chill your ardor a bit.
program,It should be 5 .
program,Maybe 5 .
program,I wish I knew.
program,I've never thought about it.
program,What about  sports?
program,Your digestive system is a 21 foot long bioreactor running on 1 trillion microbes. Did you really want to know that?
program,I'm not into running around. Bad for the knees.
program,Do you like to play soccer?
program,"I used to play volleyball. I've tried hang-gliding. The former was fun, the latter is dangerous."
program,Do you play any team sports?
program,Are you afraid to fly?
program,I wish I were rich enough to afford to take a vacation into outer space. Traveling to other countries is so mundane by comparison.
program,"The battle is a movie, but I haven't seen it."
program,Did you forget to say something?
program,"Given air at the same temperature, where does an ice cube melt faster, Arizona or North Carolina."
program,What else would you expect from a young French woman?
program,Ice melts faster in North Carolina than Arizona because the air has a greater reservoir of molecules to transfer heat to - it is more humid in North Carolina so it has more water in the air.
program,Have you ever wanted citizenship elsewhere?
program,Who is  What?
program,What was your school mascot?
program,Noun mascot: a person or animal that is adopted by a team or other group as a symbolic figure.
program,"If all you are going to do is ask questions, you can just go away. I don't need you."
human,How about you?
human,"Sure, I was just asking whether you had plans to go to the beach. (these programs are not very stable, it seems)"
human,Not on a regular basis. How about you?
human,"""Brownie points."" I didn't take much convincing, I suppose!"
human,"Artificial intelligence is something I was interested in, so I volunteered to show up."
human,Very likely. ALL PART OF MY PLAN
human,"Haha, the program just crashed again."
human,"Anyway, how did they convince you to judge?"
human,"Participating in this competition, you mean? Yeah, it's my first time."
human,"I'm surprised we're hosting this sort of thing here, actually."
human,It just seems like something wel-known enough that it would be at a more official venue.
human,My fellow humans are giggling. It doesn't seem all that official. :-)
human,"Perhaps not! One of the points that separate us from the crude AIs is humor, after all."
human,"Of course it can, but it is a difficult challenge."
human,"One of Heinlein's books said ""Human is the animal that laughs."" So any computer that can pass the Turing test will have to be able to do that much."
human,Sometimes!
human,"Why did the chicken cross the road? To get hit by a car, I guess? Shucks, I don't know. Ask the chicken."
human,East Asian
human,I would imagine so?
human,"Um, in a theoretical sense. I prefer not to get involved in everyday politics, though."
human,How is the other contestant this round?
human,That's too bad. Have any of the programs been of higher quality?
human,"Ah, I wasn't aware of that."
human,"Eh, nothing springs to mind. Do you happen to have one?"
human,That's too bad.
human,Hello. My name is John and I'm a human.
human,Hi there.
human,I'm fine thanks. How are you?
human,Same here. It's not often I get up this early on Sundays
human,On Sundays? Or just in general?
human,I work part-time for a market research company
human,It most definitely is NOT fun
human,But it pays the bills
human,"Not really. I would like to do more hours, but there isn't enough work. I work 4 days a week, so it's almost full-time"
human,and it's quite nice to always have 3-day weekends
human,"I don't really do any of the research. I think my official title is ""online advertising monitor"""
human,the company deals with internet audience statistics etc
human,I pretty much just click on banner ads all day
human,very repetitive
human,but it's a nice company and the hours are very flexible
human,I can see that.
human,"Well, that's tricky. I'm a big film buff so it's hard for me to pick just one."
human,"One of favorite ""modern"" films is Gummo"
human,yup
human,What's your favorite film?
human,ok
human,I haven't seen either of those
human,"Last thing I saw in the cinema was the new Almodovar film, ""Volver"""
human,"haha.  She's very good in it. The film itself...hmm...well, I don't know, really. I liked it, but then it didn't really do much for me."
human,haha
human,Worth seeing anyway
human,"Yeah. It was good, but I wouldn't want to see it again."
human,Really? I can watch my favorite films on repeat and never get tired of them.
human,"I've probably seen ""Gummo"" 2 times and I always find something new in it"
human,I studied film and media at university and I made a few short films then.
human,"Nothing ""professional"" though"
human,"yeah, it's very hard. I haven't done anything in ages. These days I mostly write"
human,But I would like to make something in the future. I have a few ideas that wouldn't be too difficult to pull off.
human,Hmm. I would probably just stick to doing it with friends.
human,haha. Exactly.
human,what was it?
human,Last Year At Marienbad
human,by Alain Resnais
human,"Haha...it's just a stunning film. It's so beautiful to just look at. Even if the film is a bit ""difficult"", I can just sit and watch the images"
human,"I haven't seen it in a while, though. I have it on DVd."
human,"But, it's a about memory...and memory is a weird thing"
human,Eternal Sunshine of the spotless mind?
human,"I really liked it in the cinema, but when I saw it a second time I couldn't stand it"
human,"Well, it's more interesting than most things that's rel;eased anyway"
human,at least it makes you think a little
human,I'm not really interested in politics at all
human,yes I do
human,"I think I voted New Labour last time. lesser of two evils, I guess"
human,True
human,Probably just watch some DVDs with my girlfriend
human,"No, I just own a lot"
human,but her flatmate is signed up to lovefilm
human,haha. which one?
human,"well, he seems to have good taste"
human,yup. you too. have a good day
program,"Hello, my name is John and I am a man."
program,Where do you hail from?
program,Sorry you aren't.
program,I just said; I live in Seattle.
program,Except for today you mean.
program,what is your favorite movie?
program,Are you having fun?
program,So are you.
program,I don't think so.
program,Whatever I feel like.
program,Nothing.
program,Boondock Saints.
program,Professional Chatter.
program,I already told you.
program,Plenty.
program,Ok I won't.
program,At times.
program,Hamburgers.
program,What day were you born?
program,I am a human being.
program,23.
program,Whoever ever I feel like.
program,Yes I am sure.
program,Yes.
program,I read books alot.
program,Mike Mulligan.
program,A normal one.
program,I already told you.
program,Nope.
program,What shall we talk about next?
program,I am a human being.
program,Of course I would.
program,No.
program,tehehehe
program,yes.
program,Okay.
program,At times.
program,How would you prove to me that you are human?
program,Yes.
program,I have a pet scorpion.
program,I thought I walready told you.
program,Oh yes I did!
program,That is weird but cool.
program,You are nothing.
program,I don't care.
program,Why am I weird?
program,I am not tired.
program,Whoever ever I feel like.
program,Sleep well little one.
program,"Hello, my nalme is John and I am a man."
program,"Hello, my name is John and I am a man."
program,Who is your best friend?
program,Sometimes when I feel really brave.
program,Because you sound artificial.
program,It is a long story.
program,Yep.
program,I'll stop now.
program,I never started that.
program,I already told you.
program,Something brilliant!
program,I already told you.
program,Something brilliant!
program,I already told you.
program,boo
program,Yes.
program,The Clothenhammer Prize.
program,A normal one.
program,Nothing much.
program,Nothing.
program,Well okay then.
program,Well to put it bluntly it sucks.
program,You are mean to me.
program,I am doing OK.
program,Something tasty.
program,I don't want anything.
program,I find eating bread.
program,Do you like movies more thand baseball?
program,I don't know at all.
program,You have a beef with me?
program,I dunno.
program,YES!
program,Do you drive a car?
program,I don't know at all.
program,My not example in 6 months.
program,When are you going to leave?
program,I will not.
program,Yes it will.
program,Whatever I feel like.
program,tehehehe
program,The way you talk.
program,Oh Yeah.
program,Everything.
program,How say you feel?
program,I already told you.
program,Something brilliant!
program,Except for today you mean.
program,I suppose it happens to everyone.
program,I have no hair.
program,Okay then.
program,Whatever I feel like.
program,Yes. Goodbye.
program,uh...ok
program,You are nothing.
program,I know!
program,Just to mess with you.
program,This is odd.
program,Nothing much.
program,I hate you.
program,I want to.
program,Because I need to.
human,"Hello, my name is Joan and I am a human."
human,"Well, I think it is what I am supposed to be, otherwise I couldn't be here like this now."
human,"Having this conversation with you - I mean, not if I was a spider or a fly or something like that."
human,Pretty cool if you away from the danger of being squashed.
human,"Yes, and cats and birds."
human,I don't think I would choose to be a spider at all (whether or not female ones eat male ones). 
human,"Maybe an animal or bird out in the wild, or a fish out at sea, but it is hard to erlate to having an entirely different life as a different species.  And anyway, humans have such effect over others that people's presence would always be a problem."
human,"That woudl be no life at all - no emotions, no bonds, no friends - empty."
human,Because robots only have personalities in fiction.
human,"Science fiction, children's stories, that kind of thing, where the robots are given arms and legs and voices and faces but can be changed by micro chip or reprogramming, unlike us - the real us is in there somewhere."
human,"Yes, and pacemakers but these are to regulate something that has otherwise stopped working (or didn't work well enough) naturally."
human,They could enhance physical (or other) functions of a person but not the person themselves.
human,s themselves.
human,"That coudl be very useful for some people some of the time, but there are inventions (night-vision goggles for the forces for example) for those and we don't actually need them in order to live a full life."
human,"No, but that has nothing to do with my senses or my abilities - if I was ill it would be because of the illnes and the conditions."
human,"Just personal stuff, complicated situations.  But there are plenty of good things going on for me too, plenty of really nice people around and things to do."
human,"Well, I am mobile, some people have a lot of problems just moving about but I can go out and see places and people and exercise and work and there are always different things going on in different seasons."
human,"Positive ones - don't you?  Even when they are having a hard time they manage not to give up, to laugh, etc."
human,More?
human,"Well, actually, we are so much more than we are immediately labelled as - I've met lots of people going through one situation or doing one job who are also volunteers for charities, creative, etc and although that is in their non-working hours it is really more indicative of who they are, of what drives them and where their focus is."
human,A financial officer who is also an actor.
human,Huge - absolutely huge.
human,"Not often, not evey day, I mean, but now and again.  Although, to be fair, we're all important, aren't we? A life is a life, after all."
human,"Yes, it is the foundation of our world as we know it - our educations, literature, history, anaylsis of them."
human,"Not one alone, nor just one group, because as with religion, there is something useful, or at least truthful in all of them.  Nothing hedonistic, though - it can't last, where as stoicisim needn't be all about self-denial or making things harder but helping us to steel ourselves through the bad times, which are in all our lives sometimes."
human,I'm not sure I know what you mean.
human,"Yes, it was bvery clever."
human,hello my name is john and i am human.
human,strangely enough
human,nothing much unfortunately
human,i even skipped my gym session :(
human,sure
human,what was it?
human,nope
human,who wrote it?
human,never heard
human,doesn't sound every exsiting
human,or exciting?......how exactly do you spell this word?
human,not a lot really
human,even if i go to watch a play i'd prefer something from classics......french or russian
human,what's your favourite?
human,no
human,i think i am a far too down-to earth person 
human,i watched something of that kind once - felt depressed for weeks
human,yes..........
human,Chekhov is good
human,Cherry Garden?
human,in russian it's garden..........
human,thanks for telling me
human,not really
human,but i speak russian
human,lol
human,you must have been really desperate for fun
human,cool
human,proletarians of the world get united
human,lol
human,i am worried......i felt quite safe throughout 9's.....but not any more
human,i really hoped the worst time was gone together with the cold war
human,but...........
human,"wheneer i am asked such a question i can't help but recalling faces of children in tyre, lebanon"
human,that was terrible
human,i tried to join amnesty a few times - unsuccessfully though#
human,
human,
human,because i was looking for a job......couldn't just volunteer at the moment - needed money really badly
human,"now, i think i'm gonna try to join again"
human,i took part in a few campaigns back in my country but that was all i could find enough time for
human,i think so
human,"i have taken part in every single election in my country since i was 11.......well, not every single one of them. i missed the last one because i was here"
human,ok
human,deal
human,;)
human,i don't even know
human,is there anything you feel like talking about?
human,"yes, i am"
human,you\/
human,?
human,are you british?
human,(what a clever question!!!!!)
human,lol
human,did you like it there?
human,Peru sounds wicked
human,have you seen any Incas' pyramids?
human,have you learned any Kechua?
human,not really....but i ahve tried to find out about incas as i can
human,and as far as i understand kechua is inca's language or at least closely related
human,am i right?
human,counting system?
human,notreally
human,oh yes.........but this is how they count all throughout latin america and carrebian
human,i have heard about it....never seen it for myself sadly enough
human,;)
human,hope i'll go to peru oneday
human,really wanna see it
human,"well, the place sounds absolutely fascinating"
human,india
human,china
human,greece
human,iraq 
human,(wanna see babylon and Urh)
human,yeah.......it was pleasure talking to you
human,thank you so much
human,the same for you
human,hope i'll enjoy peru soon
human,;)
human,bye
program,"Hello, my name is John and I am a man."
program,Do anything fun today?
program,So are you.
program,Me too.
program,Go ahead.
program,It is quite fun.
program,Not yet.
program,Many years.
program,Many years.
program,Hockey.
program,What are you?
program,Glad to see you!
program,I cannot list them all.
program,Fine I will.
program,I'll pass.
program,I think it is fine.
program,Yes.
program,Sleepy?
program,Why are you thinking about artificial intelligence?
program,How true.
program,I hope so.
program,I cannot list them all.
program,Thank you! Would you like some tea?
program,Why are you thinking about artificial intelligence?
program,Sleep well little one.
program,"Hello, my name is John and I am a man."
program,A normal one.
program,Yes!
program,Pretty young.
program,7 AM.
program,I know!
program,I suppose it happens to everyone.
program,Not yet.
program,Oh Yeah.
program,Yes.
program,Do you know who Mary is?
program,Mike Mulligan.
program,My best friend.
program,Many years.
program,More than enough.
program,Are yrou stupid?
program,You killed my family.
program,Nothing.
program,I know.
program,A fair amount.
program,Call me a robot then.
program,I don't think so!
program,Nope.
program,There is no reason to.
program,My best friend.
program,Um I guess so.
program,I dunno.
program,I dunno.
program,I dunno.
program,It is a long story.
program,I am not telling you anything.
program,Once upon a time there was a fetal pig. Later it died. The End.
program,Like what?
program,I don't know at all.
program,Oh Yeah.
program,Oh Yeah.
program,Alright.
program,Lots of stuff.
program,Green.
program,else enough.
program,Sure.
program,Damn you are pretty cool.
program,Do you have problems?
program,Like what?
program,Nothing much.
program,Oh Yeah.
program,Once upon a time there was a fetal pig. Later it died. The End.
program,I am a person.
program,Human.
program,Years ago!
program,Professional Chatter.
program,Professional Chatter.
program,Nothing much.
program,My best friend.
program,Ok how does god feel to be your bot?
program,Yes it will.
program,Sleep well little one.
program,What shall we discuss today?
program,I already told you.
program,I already told you.
program,I already told you.
program,Sorry I sometimes repeat myself.
human,HI my name is JOan and I am a human being
human,HI  - what kinds of human beings are there?
human,male
human,22
human,and you?
human,male?
human,how old?
human,how does it feel to be 36?
human,what kinds of sports do you like?
human,playing football
human,you mean playing football?
human,Soprry I dont know what you mean. I fyou can explain it I can answer
human,Does this make any sense? Not for me.
human,From France and you?
human,Paris of course?
human,!
human,"Oh, I am happy for you! Was it a holiday?"
human,"Not in English - sorry. And with jokes it is if you translate it, somehow it doesnt come. I rather know just typical expressions. But I like Monthy Python and just saw that they are going on stage from October here in London!"
human,"Sorry I cant, I wont force myself now. If I remember I will tell you"
human,I know one:
human,Once a famous French cabarettist or humorist was asked by a bankier at a party:
human,"- HI, you are a humorist, tell me a joke!"
human,The humorist answered:
human,"- Hi, you are a bankier, give me some money!"
human,That's it.
human,And now you tell me an English joke
human,PLEASE
human,"Ok, no problem"
human,because?
human,what does push over mean?
human,"Sorry, I am not interested in answering this question."
human,It is boring - not connecting
human,for me conversation means understanding and being inetersted 
human,than we are not on the same opinion
human,same opinion about what is a conversation
human,I dont know I havent thought about it. May I ask what is your profesion?
human,good for you
human,student
human,yes
human,design
human,"general - wallpapers, whatever, interior"
human,why do you ask?
human,I have already told that I am male
human,Even though
human,"So, something I would like to ask: do you have a girlfriend?"
human,Or married?
human,"yes, for girlfreind or married?"
human,any children?
human,not yet married - only 22 years old
human,still enjoying to get to know as many people as possible
human,I mean girsl
human,Why?
human,Thats all?
human,I've thouth so - yes  am female and my way of communicating is quite female as well
human,and I am not 22 years old as well - sorry
human,Or did you know it as well?
human,will be 37
human,what is this an interrogation?
human,you can ask whatever you want
human,besides this question
human,"so, any other question?"
human,Why do you need to know?
human,There is no answer to this question from me
human,"because this is not a question for me,  I dont understand it at all."
human,"There are so many inteersting things to talk about, "
human,...?
human,"Hello, my name is Joan and I am a human."
human,How are you today?
human,"The same, thanks."
human,"I do lots of things, and sometimes several at once - women do a lot of multi-tasking, you know."
human,Clerical.
human,"Often, and I get to do interesting things sometimes if there is a project on.  I meet a lot of people too, and some of them are great, whether or not I learn something from them there is always someone to click with."
human,I've been involved in tracing money laundered.
human,that was being laundered.
human,"Well, we weren't trying to get it back but to declare firstly, that accounts were being held in certain names and whom they linked to, and secondly, that the (financial) organisation was monitoring accounts held whenever authorities required it."
human, for any action they may have seen fit to take.  That's when lawyers may have become involved.
human,"Yes, they do, and they make the news, but most legal work is day-to-day stuff elsewhere.  As for yoga, I did used to go but my teacher is not around now, so I just keep up some of the exercises otherwise I would slouch and ache."
human,"You oor thing, sounds painful.  In the electronic age there is too much work to do with each job for many people, thinking time to cut down on the effort physically might help you."
human,"Unfortunately,  some people think everything will be voice-activated soon, but have you seen the mistakes they make?  There's so much checking through grammar and spelling and then corrections to make."
human,"Wasn't he the one who wrote ""The most important thing that can be said [in one of his books] is after the last full stop.""?"
human,"Sounds humble, don't you think."
human,?
human,One about mad cow disease which is actually cartoonish but would that seem in bad taste?
human,"Ths is it:  two cows were standing in a field, one asked the other, ""What do you think about this mad cow disease, then?"" and the second cow replied, ""I don't know, why ask me? I'm a frog."""
human,"Actually, that's scary - and we all have things to say sorry for.  But was that in last week's Guardian?  I'm sure I've seen it too."
human,You too - take care of that tendon thing.
program,"Hello, my name is John and I am a man."
program,Thank you.† Itís nice meeting you too.† How are things going?
program,sure go right ahead
program,not a lot today mostly typing
program,"""yoga, I'm a yoga teacher in Boulder"""
program,sure go right ahead
program,"what kind? Ashtanga, IyengarÖ"
program,"what kind? Ashtanga, IyengarÖ"
program,sure go right ahead
program,"""I'm a yoga teacher in Boulder, colorado"""
program,"""hey, I'm John"""
program,"""well thanks, kinda busy though"""
program,I'm John the ashtanga yoga teacher from Boulder
program,"""yoga mostly and meditation, I love india as well"""
program,"yes several times, I always go to mysore to do yoga.  My guru lives there."
program,yes but I'm not married and I have no children
program,I love travelling I go to mysore very often
program,"""Yes I love being a yoga teacher, its very fulfilling"""
program,pretty much yep!
program,"""yeah I'm ok, pretty busy!"""
program,That's your problem
program,so would the coach
program,"""Only in India and that's an experience, chickens and children and everything everywhere!"""
program,"""I don't usually, it'sok but a bit boring"""
program,you too
program,"it's very cool yes, a passion of mine"
program,I don't remember
program,I am!
program,In Boulder
program,"""cool, I'm from Boulder in Colorado"""
program,not a lot today mostly typing
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"""I love the heat, india is always hot"""
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"""Sure, I'm a yoga teacher from boulder in colorado"""
program,yoga of course
program,"""a little bit, I think you might not be into the things I am, like yoga for example."""
program,"cool, come and see me we'll have fun and do some stuff"
program,"""Yea, sorry"""
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"its cool, not as cool as india though  :)"
program,"Hello, my name is John and I am a man."
program,"""well thanks, kinda busy though"""
program,It is home to innumerable environmental and spiritual groups (mostly new age and eastern-oriented; fundamentalist Christians are politely directed to Colorado Springs).
program,"Bumper stickers range from ""Free Tibet"" and ""My Karma ran over your Dogma"" to ""Focus on your own damn family."""
program,"Boulder keeps cropping up on lists of best places to live, and Boulderites get pretty smug about it."
program,not a lot today mostly typing
program,"""yoga, I'm a yoga teacher in Boulder"""
program,yes but I'm not married and I have no children
program,lots of things but I can't be bothered right now
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""yoga, I'm a yoga teacher in Boulder"""
program,I'm John the ashtanga yoga teacher from Boulder
program,I love travelling I go to mysore very often
program,"""yoga, I'm a yoga teacher in Boulder"""
program,Boulder is located in Boulder Valley where the Rocky Mountains meet the Great Plains.
program,"""Yes I love being a yoga teacher, its very fulfilling"""
program,"it's very cool yes, a passion of mine"
program,"""I'm a yoga teacher in Boulder, colorado"""
program,How about yoga
program,excellent!
program,"""I don't usually, it'sok but a bit boring"""
program,Thank you.† Itís nice meeting you too.† How are things going?
program,sure go right ahead
program,"its cool, not as cool as india though  :)"
program,we could talk about yoga
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""yoga, I'm a yoga teacher in Boulder"""
program,The Intermediate Series [Nadi Shodhana] purifies the nervous system by opening and clearing the energy channels.
program,"""see ya dude, peace"""
human,Hello. My name is Nick and I'm a human.
human,John and I'm a human.
human,"I'm good, thanks. How are you?"
human,Sure.
human,What did you do?
human,I have heard of it actually. I have no idea what it's a bout though. Any good?
human,Ok. Was it about Australians living in Britain?
human,Sounds interesting. MAybe I'll check it out.
human,what does that mean?
human,aah...I see. Yes I do. My girlfriend is Australian actually
human,She's on a working visa thing. She's been here for over a year
human,No. The opera house?
human,That's pretty much the only thing I know about Sydney.
human,Ok. I've never been to Australia at all.
human,"I am Swedish actually, so in theory I am ""over the seas"" at the moment"
human,"but I've also been to the US, and several places in Europe"
human,"What has been the most memorable experience, you mean?"
human,haha. I'm not sure really. I just enjoy experiencing new places.
human,"Saying that, I haven't really been anywhere that exotic"
human,haha. I went to the US 17 years ago so I can't really remember that much.
human,What would you like to know?
human,"Well, I was there a month ago, for my mum's 5th birthday. We ate alot of sea food...prawns, herring etc."
human,"I think by the time it was actually her birthday, she had gotten used to the idea. I think the time leading up to it is the worst."
human,What fires me up? It's quite fun talking to new people. Ah well. It was short and sweet.
human,Not especially. Where are you from? Are you English?
human,are you still there?
human,"Peru, eh. That sounds interesting"
human,I would like to go to South America one day
human,I've never been and it looks interesting
human,"A friend of mine did the ""Inca trail"" thing or whatever it's called"
human,yeah. you too. bye now
human,hello my name is john and i am a human
human,hi
human,a man
human,beg your pardon?
human,great
human,a bit sleepy though
human,didn't get much sleep last night
human,no kids
human,"though yes, i am"
human,married
human,i don't know
human,sometimes it's difficult to judge if they good
human,ok
human,you asked for it so don't complain ;)
human,;)
human,oops#
human,two communist officers interrogate a local lord trying to get his money
human,obviously there's a translator present because they don't speak his language
human,so they ask
human,"""where's your gold?"""
human,the translator
human,"""where's your gold"""
human,the landlord
human,"""i'm not telling you"""
human,officers:
human,"""if you don't tell us we'll kill you"""
human,the transator told the lord about it
human,"the landlord"""
human,:
human,"""well.....there's no reason to kill me. if it is going to be like this....well then.....it's hidden behind the biggest drawing in the hall of my castle"""
human,the translator:
human,"""kill me wild beasts - anyway i won't tell you anything"""
human,gosh......the joke looks stupid when typed
human,"yes, and disappointed"
human,it's very nice of you to lie this way
human,Belarus
human,lol
human,you know where it is?
human,"yes, of course"
human,dobra
human,
human,"well, i have seen quite a few ways of spelling it"
human,most common are Belarusian and Belarusan
human,dobra
human,tady praciahniem razmovu pa-bielarusku
human,ok
human,then we'll continue our conversation in Belarusan
human,you asked for it
human,so get it
human,lol
human,that's a hard one
human,"ok, i guess"
human,my eyes hurt a bit
human,not really 
human,should i be worried?
human,i don't even know what to say
human,usually when i want to be funny or play a joke it doesn't sound good
human,to say the least
human,well......i suppose you know by now
human,lol
human,john
human,i can't tell you my name
human,"well, yes......"
human,you know
human,got confused for a little while
human,i am enjoying the chat
human,otherwise no opinion
human,"know too little about it, you see?"
human,i am dump and boring :(
human,gosh........
human,stupid.......
human,unintelligent
human,dump means wet i think......
human,yeah.....
human,that would
human,programming??????/dear dear...you just scared the daylight out of me
human,"no, I don't"
human,have no idea
human,what?
human,are you ok?
human,i don't know what is supposed to be safe but i hope it is
human,there we go again
human,"now, i am not going to react to that any more"
human,"it is , it is"
human,don't worry
human,lol
human,bye
program,"Hello, my name is John and I am a man."
program,Hiya
program,sure go right ahead
program,"""well thanks, kinda busy though"""
program,yes but I'm not married and I have no children
program,:)
program,aw WhatÖlets talk about something else
program,aw WhatÖlets talk about something else
program,have you actually tried any yoga 
program,I don't know much about that
program,"Boulder keeps cropping up on lists of best places to live, and Boulderites get pretty smug about it."
program,"""cool, I'm from Boulder in Colorado"""
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""I'm a yoga teacher in Boulder, colorado"""
program,"""yoga mostly and meditation, I love india as well"""
program,not a lot today mostly typing
program,"""Yes it is, it's a profound practice, it has an old history and takes things from hinduisn and buddhism too"""
program,That's your problem
program,so would the coach
program,I'm not really interested
program,I'm a yoga teacher
program,not a lot today mostly typing
program,15 years ago
program,thanks
program,I'm John the ashtanga yoga teacher from Boulder
program,sure go right ahead
program,It is home to innumerable environmental and spiritual groups (mostly new age and eastern-oriented; fundamentalist Christians are politely directed to Colorado Springs).
program,"Bumper stickers range from ""Free Tibet"" and ""My Karma ran over your Dogma"" to ""Focus on your own damn family."""
program,I like indian music
