speaker,utterance
human,
human,
human," BackSpace  BackSpace  BackSpace  That's nice, How's he doing?> BackSpace "
human,"Well... I'd have to say no.  Although I understand that I'm govenred by electrical impulses, like a machine."
human,
human,"I tried to go see 3 days on BackSpace f night last night at BackSpace  BackSpace  BackSpace , but it was sold out.  I watched Fight Culb BackSpace  BackSpace  BackSpace lub on BackSpace  BackSpace on tv the other day.   Did you know, that when the authot submitted that booo BackSpace  BackSpace ook, the publisher wanted to meet him to be sure he wasn't crazy?"
human,
human,May BackSpace  BackSpace  BackSpace How's the human doing> BackSpace ?
human,
human,"Well, Sorry to disapoint.  You haven't hasked  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace asked too many difficult questions..."
human,
human,It's the number that was assigned to me at birth by the government.
human,
human,a non positive interger
human,
human,I was born in Massachusetts in 198.
human,
human,But I'm a yankees fan.
human,
human,Not much a BackSpace of a football guy BackSpace  BackSpace  BackSpace guy... ah person... but I like NY teams.
human,
human,You BackSpace  BackSpace  BackSpace Oh... 
human,
human,They still play baseball?
human,
human,Thats the word on the street.
human,
human,"If I were a judge, I would probably ask both  BackSpace ... people...or whatever the same simple BackSpace  BackSpace  BackSpace  BackSpace  BackSpace imple question over and over again, a computer couldn't provide in infinate variation of answers that made sense."
human,
human,But I guesee BackSpace  BackSpace s suggestio BackSpace ng that is suspisious.
human,
human, BackSpace c BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace cious
human,
human,I'm helpless without spell check.
human,
human,I guess that makes sense.
human,
human,How do I kn BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 
human,
human,
human,Brooklyn
human, You?
human,
human,My cousin lives in Palo Alto
human,
human,Are you a professor?
human,
human,Anyway... How do I know that you're not a computer?
human,
human,TH BackSpace hat Skull belt buckle is a bit strange isn't it?
human,
human,I'm sure he's interesting.
human,
human,Thats cause it's eas BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  has a high google score right now.
human,
human,"daisy, daisy, tell me your answer true.... BackSpace "
human,
human,"I go G BackSpace Crazy,  BackSpace  BackSpace ..."
human,
human,"My aspens Dear Who's airy cages quelled,"
human,"Quelled or quenched in leaves the leaping sun,"
human,"Are all Felled, Felled are all felled."
human,
human,Hopkins
human,
human,Who's Sprung?
human,
human,Wind wandering weed winding bank... That's my favorite part.
human,
human,Are you a poet?
human,
human,What kind of fiction... I'm a wiriter as well.
human,
human,Fine with me... I knwo you're not actually going anywhere.
human,
human,"THis isn't too controled an experiment, If I really wanted to prove that I was a human I coudl just start transcribing all the action going on in this room, would that be cheeting?"
human,
human,Would the computer afford me a sprotsman courtesey  BackSpace ?
human,
human,I rode my bike.
human,
human,"I live on the 2,3 line, but it's  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace I prefer to bike If I can."
human,\ BackSpace 
human,I sppose out BackSpace r time together is running out...
human,
human,I hope I'v e BackSpace  BackSpace e donr  BackSpace  BackSpace e a good job.
human,
human,"  BackSpace Well I't  BackSpace  BackSpace s BackSpace  BackSpace t's been fun, I guess the marathon was more compelling than a little poetry.  "
human,
human,Short fiction and I'm working on a sci-fi novel.
human,
human,It's about the alasticity of  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace elasticity of time and space.  Alos BackSpace  BackSpace so about the way the universe was created... a bit ambitious I guess.
human,
human,I'd love to.  But hw BackSpace ow will I knwo  BackSpace  BackSpace  BackSpace  BackSpace now you. BackSpace / BackSpace ?
human,
human,Will do.  For the sake of  BackSpace  BackSpace  BackSpace 
human,"""Ok... 1 seconds... 5, 4 ,3 ,2 1,""  Bye."
human,
human,good evening
human,I am good
human,I wrote a story
human,yes
human,about a monster
human,I am functioning well
human,there wee  BackSpace  BackSpace re two couples in it who were attached BackSpace  BackSpace  BackSpace keb  BackSpace  BackSpace d by a monster
human,do you BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace are you referring to Ho BackSpace alloween?
human,"The story was based on  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace was  BackSpace  written close to the Halloween holiday, yes that is true"
human,no that was not the thought
human,it is a story that I thought of. the fact that Halloween is coming up is BackSpace  BackSpace w BackSpace is a coincidence
human,I do not think of such things
human,I do not think about such things. no
human,define h BackSpace happy
human,please define happy
human,it is possible that happy means different things for different people
human,I am trying to respond in as objective a manner as possible. what does act like a computer mean?
human,the story ends with three people losing their lives and the fourth person being a slave of the monster
human,I do not think like that. the story ends the way it does because that is the way it was written
human,I have not seen a horror movie BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace movie t BackSpace  BackSpace w BackSpace  with this type of story for a number BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace several years. I do not remember a movie with that kind of story
human,OK I am waiting
human,I did see When Harry Met Sally re BackSpace  BackSpace in the last week. It is a movie with no monster in it BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace does not have a monster in it
human,Night of the Living Dead...what BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  Is this a question? What is the question?
human,the story was submitted to a magaa BackSpace zine. I do not know if they will accept the story
human,there are many Internet magazines now. submissions are made by e-mail
human,I do not understand that.
human,I  BackSpace  BackSpace Is this a specfic BackSpace  BackSpace  BackSpace ific question? Waht  BackSpace  BackSpace  BackSpace  BackSpace hat is it?
human,it is an open question. So I need BackSpace  BackSpace  BackSpace  BackSpace am reuire BackSpace  BackSpace  BackSpace  BackSpace quired to provide information that convinces you of my humanit
human,I do not seem like a writer. OK.
human,What does odd mean in this statement? I  BackSpace t is not clear
human,"in the same way that happy means different things to different people, so does odd mean i BackSpace different things to diffeent p BackSpace  BackSpace  BackSpace  BackSpace  BackSpace rent people"
human,so your opinion is that there is a common reference
human,OK
human,again that is a frame of reference statement. 
program,Gpo BackSpace  BackSpace ood mprn BackSpace  BackSpace  BackSpace ornimg Judge
program,9:5:58 am os  BackSpace  BackSpace  BackSpace is the time.
program,Us BackSpace  BackSpace Is hugr wealth a blessing ot a BackSpace  BackSpace  BackSpace r a cyrs BackSpace  BackSpace  BackSpace urse?
program,"Is iy b BackSpace  BackSpace  BackSpace t beyte BackSpace  BackSpace  BackSpace tter to forfe BackSpace  BackSpace ge new te BackSpace  BackSpace relatiomsh BackSpace  BackSpace  BackSpace nships, or deepen old onws? BackSpace  BackSpace  BackSpace es?"
program,Are yuo BackSpace  BackSpace ou a boy or hirl?
program,"Ok, thsn BackSpace  BackSpace anks for telling me. I'll keep that in mind."
program,"What sb BackSpace  BackSpace about me/ BackSpace ? Judge, I would appreciatw i BackSpace  BackSpace  BackSpace e it if you would teavh m BackSpace  BackSpace  BackSpace  BackSpace ch me What."
program,"Shuo BackSpace  BackSpace ouls l BackSpace  BackSpace  BackSpace d lawns be sprinkled, or water conaer BackSpace  BackSpace  BackSpace served?"
program,One can't forve  BackSpace  BackSpace  BackSpace ce one's self to stoo t BackSpace  BackSpace  BackSpace p thinking.
program,Wti BackSpace  BackSpace rigley Field was one of the last parks to get ;i BackSpace  BackSpace lights fot  BackSpace  BackSpace r night games/
program,Are sports sya BackSpace  BackSpace tars worth those vadt salar BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace st salaries?
program,"Ndon't know, qh BackSpace  BackSpace what I wonder if I think? Yoi  BackSpace  BackSpace u have the answer."
program,What did me do last nigjt/
program,Yes? Hpw i BackSpace  BackSpace  BackSpace  BackSpace ow intereat BackSpace  BackSpace sting
program,Vary the sequence of activities to make them more interedting. BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ston BackSpace  BackSpace ing.
program,"I know, Judge1 BackSpace  It's door and then movable barrier amd BackSpace  BackSpace nd them h BackSpace  BackSpace  BackSpace n hatch1 BackSpace "
program,"In artificial intelligebc BackSpace  BackSpace nxe, BackSpace  BackSpace  BackSpace ce, the Lieb BackSpace  BackSpace  BackSpace oebner Orize us contriv BackSpace  BackSpace ovwrs BackSpace  BackSpace  BackSpace ersial. The most prominent critic, Msrvi BackSpace  BackSpace  BackSpace  BackSpace arcin Mi BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace vin Minsky, hss  BackSpace  BackSpace  BackSpace as called it a publicity stunt thst doe BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace at does not help the fiwl BackSpace  BackSpace eld along."
program,Kermit teh BackSpace  BackSpace he Frog has appeared as a xel BackSpace  BackSpace  BackSpace celrbri BackSpace  BackSpace  BackSpace  BackSpace ebrity contestant on gane BackSpace  BackSpace me shows.
program,I woukd  BackSpace  BackSpace  BackSpace ld jav BackSpace  BackSpace  BackSpace have to da BackSpace  BackSpace say grern. BackSpace  BackSpace  BackSpace en.
program,Oh no I can't think of Who Judge; Pleaae h BackSpace  BackSpace  BackSpace  BackSpace se help mw  BackSpace  BackSpace  BackSpace e Who's his girlfriend?
program,Arw y BackSpace  BackSpace  BackSpace e you gopd  BackSpace  BackSpace  BackSpace od witj  BackSpace  BackSpace h both sides of your brain/
program,That soyn BackSpace  BackSpace unds ppsi BackSpace  BackSpace  BackSpace ositive.
program,"I hesitate to say, Judge, what woukd  BackSpace  BackSpace  BackSpace ld you say to that? I am a msn BackSpace  BackSpace an, Judge. I am a male."
program,I never really counted.
program,The notion that in BackSpace  BackSpace unprepaeed BackSpace  BackSpace  BackSpace red raq t BackSpace  BackSpace  BackSpace w talent can save the day at the ;ast BackSpace  BackSpace  BackSpace  BackSpace last moment is a popila BackSpace  BackSpace  BackSpace ular myth/
program,"Please let me select a new tooi BackSpace  BackSpace pic: Are we taljin BackSpace  BackSpace  BackSpace king secularm o BackSpace  BackSpace  BackSpace , or religiuo BackSpace  BackSpace ous?"
program,"Eho  BackSpace  BackSpace  BackSpace  BackSpace Who has the upper hand in relationships, men or women/"
program,"When I was little, it was fyn  BackSpace  BackSpace  BackSpace un to pour the money out og  BackSpace  BackSpace f my piggy-bank and count it, over and ovwr. BackSpace  BackSpace  BackSpace er."
program,Is the sfo BackSpace  BackSpace  BackSpace afir BackSpace  BackSpace orementioned location relebant? BackSpace  BackSpace  BackSpace  BackSpace  BackSpace vant?
program,Really?
program,I work as s n BackSpace  BackSpace  BackSpace a network technician at nbc.
program,I am in nyc/
program,"They sau  BackSpace  BackSpace y ut  BackSpace  BackSpace  BackSpace it takes a ,ile  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace mile for a freight train ro srop. BackSpace  BackSpace  BackSpace  BackSpace top."
program,"I'd go with the first Judge; Ah yes, a yard, which is part of the field family, suvh BackSpace  BackSpace ch as a lawn"
program,Mornung BackSpace  BackSpace  BackSpace img  BackSpace  BackSpace  BackSpace ng Judge. Ten o; BackSpace 'clock is good fpr  BackSpace  BackSpace  BackSpace or a bte BackSpace  BackSpace reak?
program,I know a fee r BackSpace  BackSpace  BackSpace w rope tricjs.
program,O sense  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace I sense that you myst BackSpace  BackSpace  BackSpace ust use the mind's eye. Do you enjoy seeing rope tricks?
program,I spend enough time answering questions like thay a BackSpace  BackSpace  BackSpace t at work.
program,I work anywhere fro 4 to 5 hiurs pe BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace oues per week.
program,"To BackSpace  BackSpace You aren't going to kerp  BackSpace  BackSpace  BackSpace ep repeating youeself,  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace rself, are tou BackSpace  BackSpace  BackSpace you Judge? I spend enougj t BackSpace  BackSpace  BackSpace h time anseering q BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace wering questipn BackSpace  BackSpace oms BackSpace  BackSpace ns ;i BackSpace  BackSpace like that at work."
program,"Are to BackSpace  BackSpace you a lady or gentleman/ BackSpace ? You May think I am not good, buy  BackSpace  BackSpace t I am I am human. What can I say to convince you/ BackSpace ?"
program,Political activists often network yhrough  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace through socisl BackSpace  BackSpace al fath BackSpace  BackSpace  BackSpace  BackSpace gateh BackSpace  BackSpace hering places.
program,I spend rn BackSpace  BackSpace enough tine  BackSpace  BackSpace  BackSpace me ansqe BackSpace  BackSpace wering questiobs  BackSpace  BackSpace  BackSpace ns like thay at work.
program,I luk BackSpace  BackSpace ike my job bwc BackSpace  BackSpace ecause of not knowing whay my day will entsil BackSpace  BackSpace  BackSpace ail. My days are not monotin BackSpace  BackSpace onuo BackSpace  BackSpace ous or even temotely BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace remotely ruo BackSpace  BackSpace outinr.  BackSpace  BackSpace  BackSpace e. I like having thw abili BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace e ability to introduce new technologies inro BackSpace  BackSpace to our environment.
program,"Is it better to bw love BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace e loved, or feared?"
program,"This is the time to vle BackSpace  BackSpace  BackSpace clear the air. Heed the sogn BackSpace  BackSpace  BackSpace igns, the wise men say."
program,"You aren'r  BackSpace  BackSpace t going to jee BackSpace  BackSpace  BackSpace keep rrpe BackSpace  BackSpace  BackSpace epeating yourself, are you Judge?"
program,Did you just say that ssm BackSpace  BackSpace ame thing a moment ago?
program,No? Are yuo BackSpace  BackSpace ou sure?
program,I prefer google.
program,"It see,s  BackSpace  BackSpace  BackSpace ms like a ko BackSpace  BackSpace lot of prisoners escape in laundry ttu BackSpace  BackSpace rucks."
program,That ia e BackSpace  BackSpace  BackSpace s exactly what I am talkibg  BackSpace  BackSpace  BackSpace ng aboit. BackSpace  BackSpace  BackSpace ut.
program,"I am male. I wasn't trying to, do you think I should/ BackSpace ? When the human party in the concer BackSpace  BackSpace  BackSpace versation has no reason to suspect they arw  BackSpace  BackSpace e ta;king BackSpace  BackSpace  BackSpace  BackSpace  BackSpace lking to anything other than a human it is easier to fool them."
program,Autumn brings cool weather and shorter days.
program,But what about today? Wgo  BackSpace  BackSpace  BackSpace ho else have you asked?
program,My paee BackSpace  BackSpace rents raised me into the perspn  BackSpace  BackSpace  BackSpace on I sm tod BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace am today.
program,"You should be explaining this. Are you feeling imdu BackSpace  BackSpace  BackSpace ndusrri BackSpace  BackSpace  BackSpace trial strength, oe  BackSpace  BackSpace r just commercial strengthm t BackSpace  BackSpace  BackSpace , today?"
program,Fo cash- BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Do cash-cow businesses make all the enployees say moo each morning?
program,The swx  BackSpace  BackSpace  BackSpace ex libes BackSpace  BackSpace  BackSpace ves of iu BackSpace  BackSpace uo BackSpace  BackSpace our puvl BackSpace  BackSpace blic figures shouldn'r  BackSpace  BackSpace t be used as poluti BackSpace  BackSpace  BackSpace itical wespons  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace apons against them.
program,That is exactly what I am talking about.
program,So are you a guy or a girl?
program,I am fine.
program,"Judge, are yuo BackSpace  BackSpace ou male or femsle BackSpace  BackSpace  BackSpace ale?"
program,Could that be confidentua BackSpace  BackSpace ial in nayu BackSpace  BackSpace ture/
program,"Why do you sat  BackSpace  BackSpace y no, Judge?"
program,I spenf  BackSpace  BackSpace d enough time answeribg BackSpace  BackSpace ng questiins l BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ons like tjat BackSpace  BackSpace  BackSpace hat at wpr BackSpace  BackSpace ork. Let's think up sime BackSpace  BackSpace  BackSpace ome new statements. Are you a bot or gir BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace y oe girl? BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace r girl? I habe  BackSpace  BackSpace  BackSpace ve a pretty good memory.
program,"Visit again soon, bye bte. BackSpace  BackSpace  BackSpace ye."
program,So ate BackSpace  BackSpace re yuo BackSpace  BackSpace ou a guy or a girl/
human,Hello.
human,In?  Oh rounds.  I'm new to this.
human,Many things I suppose.  HOw  BackSpace  BackSpace  BackSpace ow about you.  HOw many rounds have you been in so far?
human,"That's a bit judgmental, don't you think?"
human,New to the Loebner r BackSpace Prize.  My first round.
human,You are.  
human,Y BackSpace The assumption that by asking a question I'm judging you.  
human,"What do you mean by work?  Paid?  What pays the bills?  Or work as in , BackSpace  BackSpace , what makes me feel comlete BackSpace  BackSpace  BackSpace  BackSpace plete?"
human,Little side gigs like this.  Part time teaching as well.
human,"Tutor, actually... I tutor Spnai BackSpace  BackSpace  BackSpace anish and writing.  "
human,"Spanish for high school and middle school, college/graduate level writing."
human,No.  Please enlighten me.
human,Literary?  Film?
human,I'm actually nt BackSpace ot very familiar with Spnais BackSpace  BackSpace  BackSpace  BackSpace anish Literature.  L BackSpace 
human,Do you haev a  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ve a continuos  BackSpace  BackSpace us transcrib BackSpace pt going for this conversation?  
human,"I tutor spanish for schi BackSpace  BackSpace  BackSpace  BackSpace high school and middle school.  Just language, with no conten BackSpace xt.  For passing tests mostly.  "
human,No.
human,I learned Spanish in school and through travli BackSpace el BackSpace  BackSpace  BackSpace el.  
human,"Do you speak spanish?  I found an invitation online.  Well, I found a descrp BackSpace iption of the contex BackSpace st online and I applied to enter.  No.  I don't remember specifically.  Long is a relative term.  For instance, today has been much longer than all of yesterday, though it has just begun.  Thank yoyu BackSpace  BackSpace u.  I apprea BackSpace ciate your looking out for me.  But isn't that l BackSpace a little presumptious BackSpace  BackSpace  BackSpace  BackSpace uous of you?  Perhaps we could work something out.  What do I get for making your life easier?  Does this self-inters BackSpace est help?  Want is another one of those tricky relative terms like long, which I believe we covered already... for which I was admonished already.  I have been inside for the past couple hours.  I rode on the sbu BackSpace  BackSpace ubway.  Hopped on the F train, transferred to the A express, couldn't get a 1, got back on a C.  "
human,The 1 train connects wih BackSpace th the A and C trains at 58 BackSpace 9th street.  
human,Do you ride the subd BackSpace way?
human,I'm c BackSpace glad we've established this human bond.  
human,My friends let me ask questions.  And humor me with responses.  I'm one for reciprocity.
human,Yes.  
human,You misspelled pld BackSpace kea BackSpace  BackSpace  BackSpace ease in the previous sentence.  Intention is a v BackSpace rather confusing subject.  Would you agree?  I don't undestan BackSpace  BackSpace  BackSpace  BackSpace rstand.  I'm glad I can be ov BackSpace f service to you.  Am I competing with this computer?  Man against machine.  Or Woman against machine.  No machine option?  Wchic BackSpace  BackSpace  BackSpace  BackSpace hich do you want me to be?  I'm wearing silk.  Intention is a rather confusing subject.  Would you agree?  
human,It?  I don't understand.  
human,"God works in mysterious ways, I'm told.  Years, i  BackSpace  BackSpace I hope.  "
program,I am proud of my job abd ny BackSpace  BackSpace my girlftie BackSpace  BackSpace  BackSpace riend.
program,"Good shoulderd,  BackSpace  BackSpace  BackSpace s, good head Some hands and gliv BackSpace  BackSpace oves were meant for each other."
program,That id  BackSpace  BackSpace s exactly what U a BackSpace  BackSpace  BackSpace I am talking abiut. BackSpace  BackSpace  BackSpace  BackSpace out.
program,I am 31 years il BackSpace  BackSpace old. I sm 31 BackSpace  BackSpace  BackSpace  BackSpace  BackSpace am 31 years old.
program,"Do you like band-aids pu;l BackSpace  BackSpace lled odf  BackSpace  BackSpace  BackSpace ff slowly, or quickly? There; BackSpace 's opinion that it; BackSpace 's simplrr  BackSpace  BackSpace  BackSpace er than it sounds. Afye BackSpace  BackSpace ter careful thought and cpnsideratoo BackSpace  BackSpace ion I cam  BackSpace  BackSpace n sat that I BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace y that I sm 63. BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace am 63."
program,"Dun BackSpace  BackSpace  BackSpace Fubn BackSpace  BackSpace nny yhat  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace that you should bring up Young, and Egyptolig BackSpace  BackSpace ogist, and carter May I asj y BackSpace  BackSpace  BackSpace k you what gender yoi a BackSpace  BackSpace  BackSpace u are/ BackSpace ? I think about a lot of things. Care to be more specific?"
program,"Timing is everything, good frirnd BackSpace  BackSpace  BackSpace end"
program,"This rest i BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace test is inspirrd BackSpace  BackSpace ed by the ';Imuyation G BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace tatiin BackSpace  BackSpace on Game'; where a mab  BackSpace  BackSpace n amd  BackSpace  BackSpace  BackSpace nd s w BackSpace  BackSpace  BackSpace a woman go into separate rooms, and guests try to tell them apart ny writing a series of questions."
program,Rhe wo BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace The world contains more questiona tha BackSpace  BackSpace  BackSpace  BackSpace  BackSpace s than answers/
program,I sudpe BackSpace  BackSpace  BackSpace spect that I mighr not k BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace t not know what you want to fins o BackSpace  BackSpace  BackSpace d out.
program,"Kudge, a BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Judhe BackSpace  BackSpace ge, are you male or female/"
program,That soundd p BackSpace  BackSpace  BackSpace s positice. BackSpace  BackSpace  BackSpace ve.
program,Are you a boy pr  BackSpace  BackSpace  BackSpace or girl/
program,You are very certain.
program,"Is the second one desirable Judge/ Ok, yha BackSpace  BackSpace  BackSpace thanks for telling me. I'll keep that in mond BackSpace  BackSpace  BackSpace imd. BackSpace  BackSpace  BackSpace nd."
program,I'm tginking BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace hinking rha BackSpace  BackSpace  BackSpace that ww  BackSpace  BackSpace e both need to thun BackSpace  BackSpace ink. I'n not sure but I beliece  BackSpace  BackSpace  BackSpace ve that I am certain anout  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace boyt my ge BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ut my gender.
program,Strive for the best; leace med BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ve medioxr BackSpace  BackSpace crity to the rest
program,I don't have any xh BackSpace  BackSpace childrwn BackSpace  BackSpace en.
program,Any new fashion news from Europe? Qe  BackSpace  BackSpace  BackSpace We can swl BackSpace  BackSpace eld-censor BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace f-censor oyr language.
program,"I tey  BackSpace  BackSpace  BackSpace ry to be an open an honest person, but everyone ;ies sometom BackSpace  BackSpace imes. Whay d BackSpace  BackSpace  BackSpace t do you want to do qh BackSpace  BackSpace while I am adk BackSpace  BackSpace skinmf t BackSpace  BackSpace  BackSpace g thr wrong oer BackSpace  BackSpace  BackSpace person?"
program,Some things don;t  BackSpace  BackSpace  BackSpace ; BackSpace 't work wrll BackSpace  BackSpace  BackSpace e;l BackSpace  BackSpace ll in teh BackSpace  BackSpace he heat.
program,In advance of what?
human,no
human,can you?
human,like in cirque du soleil
human,those guys are so ridiculu BackSpace s BackSpace ous - they can do anything
human,they could
human,i'd have to work on my neck musch BackSpace les
human,and probably leg muscles
human,where ar e BackSpace  BackSpace e you from?
human,where's that?  do you mena BackSpace  BackSpace an  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 
human,"i'm nopt  BackSpace  BackSpace  BackSpace t that gread BackSpace t at geography, but last time i checked there are np  BackSpace  BackSpace o muslim-named places like Abbu Dabba in antarctica"
human,yeah
human,like if you life BackSpace  BackSpace ved in the triassic period
human,then i guess e BackSpace new yoprk BackSpace  BackSpace  BackSpace rk was a couple days drive from paris
human,"too bad the dis BackSpace nosaurs hadnt died d BackSpace yet, it eould  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace would have been a dangerous trip"
human,"granted, i dont know what i BackSpace kind of dinosaurs were around in the triassic period"
human,maybe trilobytes or whatever
human,i loooove trilobyte fossils
human,so global warming... do you think al gore deserved the pear BackSpace ce prize?
human,hello?
human,i thought that was that watson gu
human,y
human,for saying that africa was dvoid of n BackSpace intelligence
human,hahaha
human,Bush deserved the BackSpace  BackSpace  BackSpace  BackSpace  BackSpace s the literature prize
human,just give it to him already
human,"because his future book will be something like ""The Decider and Me: Actually, thats the same person!"" by GW Bush"
human,Ha  BackSpace !
human,Did you g BackSpace see that episode of star trek where Data got a hui BackSpace man emotion chip?
human,"neither do i, but ive  BackSpace  BackSpace  BackSpace 've seen a coupe  BackSpace  BackSpace le episodes"
human,That's what my girlfriend says.
human,Do they have smoked salom BackSpace  BackSpace mon in your room./ BackSpace  BackSpace ?
human,weak
human,i o BackSpace love smoked salmon
human,"in fact, i had some before coming here"
human,"and now, i will have more"
human,yes
human,Brilliant
human,Beer in a bottle? Brilliean BackSpace  BackSpace nt BackSpace  BackSpace  BackSpace ant!
human,Word - s BackSpace i saw that movie a couple decades ab BackSpace go
human,I feel like Disney has lost its touch
human,Booksh BackSpace  BackSpace s are so 2th centure BackSpace y
human,The only book i read now is my checkbook
human," n BackSpace  BackSpace Nah, that would by  BackSpace  BackSpace e my credit card statement"
human,Where are you from?
human,And what are you wearing? A/S/L?
human,Actually yeah
human,no real person would reference a book
human,when there's a much more popular movie out there
human,in fact i didnt even know alice in wonderland was a book
human,the only book tha BackSpace  BackSpace o my knowledge that made it to the movies was jurassic park
human,T BackSpace  BackSpace  
human,A very good punk rock p BackSpace bank
human,you a punker?
human,ROCK TEH CASBAH
human,ROCH TEH CASBAH
human,I reeeeeeeaaaly like itt... dun dun dun
human,ROCK THE CASBAH
human,ROCK THE CASBAH
human,i don't know the words
human,but i love that song
human,who?
human,sounds like a basketball player
human,Actually yeah
human,an  BackSpace d the E-SAtreet BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace treet Band
human,sick guitarist
human,"i went  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  had tickets to the show this pars BackSpace  BackSpace st week, but some  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace got stuct BackSpace k at r=w BackSpace  BackSpace  BackSpace work"
human,"(i BackSpace  BackSpace Actually, you're toop s BackSpace  BackSpace  BackSpace  slow to be a computer"
human,Way to fgo BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace r
human,I talk to 7 people at the same time
human,it's pretty sc BackSpace ickj BackSpace 
human,"Yeah, I need to st BackSpace  BackSpace get some new CDS BackSpace s"
human,"That t BackSpace it should be the new nath BackSpace oo BackSpace  BackSpace ional anthe, BackSpace m?"
human,awesome
human,hahaha
human,for reals BackSpace z?
human,"man, my little brother is one t BackSpace of the ""new: BackSpace "" generation"
human,and they t BackSpace actually talk like that
